ratio,theta_post,DeltaV_post,Value_High_post,Value_Low_post
1.15,0.5,0.27495585392599275,0.5049623229564942,0.23000646903050134
1.15,0.55,0.3085652065679111,0.5145500502956717,0.20598484372776055
1.15,0.6000000000000001,0.3946112976388879,0.5478826112994996,0.1532713136606118
1.15,0.65,0.42653362500517844,0.5577775096590127,0.13124388465383435
1.15,0.7000000000000001,0.4450501207118512,0.5585798509199515,0.1135297302081006
1.15,0.75,0.47301261826633406,0.5667237603349069,0.09371114206857273
1.15,0.8,0.47189844663952296,0.5636208991262219,0.09172245248669887
1.15,0.8500000000000001,0.498807691467867,0.56628937180964,0.06748168034177296
1.15,0.9,0.5314988102249718,0.5730224712039773,0.04152366097900561
1.15,0.9500000000000001,0.535536607394876,0.5729917022983135,0.03745509490343758
1.15,1.0,0.5039671568125639,0.5749999999999998,0.07103284318743629
1.3,0.0,0.13954399976232998,0.6395439997623298,0.4999999999999999
1.3,0.05,-0.008122122012771626,0.4626621801786205,0.4707843021913921
1.3,0.1,-0.10060973334925676,0.3502692888446681,0.4508790221939248
1.3,0.15000000000000002,-0.15504994820282958,0.29930435745873585,0.45435430566156565
1.3,0.2,-0.10027157836369935,0.32863952482534403,0.42891110318904346
1.3,0.25,0.029617490993910867,0.4119270377481577,0.3823095467542466
1.3,0.30000000000000004,0.015343761289289548,0.3983365569215306,0.3829927956322408
1.3,0.35000000000000003,0.16891951362348212,0.4835226274378682,0.3146031138143862
1.3,0.4,0.2929011784967874,0.5552917522789753,0.26239057378218783
1.3,0.45,0.3262401884992156,0.5742244606067424,0.24798427210752658
1.3,0.5,0.40545665809721115,0.6135548385630505,0.20809818046583933
1.3,0.55,0.4216384651171089,0.606007986633946,0.1843695215168371
1.3,0.6000000000000001,0.49034132416279447,0.6313908380910487,0.14104951392825432
1.3,0.65,0.5194921319178232,0.6388199924115691,0.1193278604937458
1.3,0.7000000000000001,0.5286658646385227,0.6371059832787948,0.10844011864027195
1.3,0.75,0.5476425579533152,0.6406747788515437,0.09303222089822821
1.3,0.8,0.5454503337635347,0.6371367028046849,0.09168636904115003
1.3,0.8500000000000001,0.5726715225497566,0.6401532029152451,0.06748168036548821
1.3,0.9,0.606659943796805,0.6477645329467839,0.041104589149978735
1.3,0.9500000000000001,0.6102745865441969,0.6477297504241801,0.03745516387998328
1.3,1.0,0.5789629463515664,0.6500000000000002,0.07103705364843393
1.45,0.0,0.21333753819645468,0.713337538196455,0.4999999999999999
1.45,0.05,0.05914945375436655,0.5291477521955384,0.46999829844117186
1.45,0.1,-0.019379562531219974,0.42304317000656094,0.4424227325377811
1.45,0.15000000000000002,-0.04277097063888439,0.3970059791782728,0.43977694981715726
1.45,0.2,0.026827625143666822,0.43830575266254435,0.41147812751887763
1.45,0.25,0.2313293183098785,0.5731412342995897,0.34181191598971156
1.45,0.30000000000000004,0.21024348156375225,0.5506202608427148,0.3403767792789623
1.45,0.35000000000000003,0.34162110750564767,0.6218716089855535,0.2802505014799056
1.45,0.4,0.44864722394543766,0.6812790179888437,0.23263179404340567
1.45,0.45,0.4557544018174281,0.6775087868024843,0.22175438498505645
1.45,0.5,0.5029261109492638,0.6978179065070518,0.19489179555778854
1.45,0.55,0.5341257124519387,0.6993131351498113,0.16518742269787254
1.45,0.6000000000000001,0.5651927142550848,0.7052949338059238,0.14010221955083943
1.45,0.65,0.594842064763989,0.712633929730414,0.1177918649664254
1.45,0.7000000000000001,0.6021781089954878,0.7106182121186535,0.10844010312316585
1.45,0.75,0.621471925829716,0.7145974282595788,0.09312550242986324
1.45,0.8,0.6253031182907717,0.7136339521690993,0.0883308338783278
1.45,0.8500000000000001,0.6486395391983989,0.7142010452848502,0.06556150608645095
1.45,0.9,0.6814046174442263,0.7225065944406434,0.04110197699641671
1.45,0.9500000000000001,0.6850126352565964,0.7224677985500472,0.03745516329345035
1.45,1.0,0.6539629821546645,0.7249999999999995,0.07103701784533503
1.6,0.0,0.287131076630571,0.7871310766305709,0.4999999999999999
1.6,0.05,0.13613537894418387,0.6054126788364564,0.4692772998922726
1.6,0.1,0.06332996287309237,0.5010926230215069,0.43776266014841464
1.6,0.15000000000000002,0.10066355303645699,0.5247764090899844,0.4241128560535275
1.6,0.2,0.22759516408935282,0.6084708672060557,0.3808757031167031
1.6,0.25,0.3789017900756974,0.7023134086714465,0.32341161859574874
1.6,0.30000000000000004,0.42659650916130787,0.7228638176569308,0.29626730849562255
1.6,0.35000000000000003,0.4449551339546433,0.7178438966629562,0.27288876270831286
1.6,0.4,0.55762818402379,0.7765951422937415,0.21896695826995133
1.6,0.45,0.5709535457104302,0.776626892686927,0.2056733469764965
1.6,0.5,0.5872054429391691,0.7760477477781895,0.18884230483902004
1.6,0.55,0.6246138702982981,0.7813613665166819,0.15674749621838333
1.6,0.6000000000000001,0.6467782591317112,0.7845284786824016,0.13775021955069006
1.6,0.65,0.6685988131793594,0.7863557368872134,0.11775692370785444
1.6,0.7000000000000001,0.6757579345411403,0.7841420504643059,0.10838411592316581
1.6,0.75,0.6959655611018185,0.78852269076701,0.09255712966519125
1.6,0.8,0.6991273202392989,0.7874581541176265,0.0883308338783278
1.6,0.8500000000000001,0.7225224059520042,0.7880839120384555,0.06556150608645095
1.6,0.9,0.7561466789380868,0.797248655934503,0.04110197699641671
1.6,0.9500000000000001,0.7597506833824638,0.7972058466759138,0.03745516329345035
1.6,1.0,0.7289629821546646,0.8000000000000002,0.07103701784533503
1.75,0.0,0.3609246150646887,0.8609246150646884,0.4999999999999999
1.75,0.05,0.3280679471957046,0.7867111892232171,0.4586432420275129
1.75,0.1,0.37238152278340286,0.7919635676003429,0.4195820448169404
1.75,0.15000000000000002,0.3834186118364116,0.7718035538793034,0.38838494204289187
1.75,0.2,0.4540347351468241,0.801047644940956,0.34701290979413185
1.75,0.25,0.5082184917234703,0.8142346615902868,0.3060161698668162
1.75,0.30000000000000004,0.5382050131601622,0.8214893810831609,0.28328436792299877
1.75,0.35000000000000003,0.57479032384219,0.8275185622159038,0.252728238373714
1.75,0.4,0.6421399849178877,0.8580801416949461,0.2159401567770583
1.75,0.45,0.6437623168980066,0.8494356638875311,0.20567334698952472
1.75,0.5,0.6633058599961169,0.8505160375045738,0.18721017750845667
1.75,0.55,0.701166498419523,0.856713994627633,0.15554749620810998
1.75,0.6000000000000001,0.7203278040081861,0.8580780235588763,0.13775021955069006
1.75,0.65,0.7428702827010416,0.8601180685336927,0.11724778583265101
1.75,0.7000000000000001,0.7492712646660205,0.8576553676998268,0.10838410303380616
1.75,0.75,0.7698895633612254,0.8624466930264167,0.09255712966519124
1.75,0.8,0.7729515221878279,0.8612823560661548,0.08833083387832665
1.75,0.8500000000000001,0.7964052727057283,0.8619667787920606,0.0655615060863323
1.75,0.9,0.8308887404406298,0.8719907174283629,0.041101976987733116
1.75,0.9500000000000001,0.8344887318534264,0.871943894801781,0.03745516294835468
1.75,1.0,0.8039630032199682,0.8749999999999998,0.07103699678003127
1.9,0.0,0.4347181534988061,0.9347181534988064,0.4999999999999999
1.9,0.05,0.41826309063526707,0.876465879150602,0.45820278851533464
1.9,0.1,0.4508628164328295,0.87042702271993,0.41956420628710056
1.9,0.15000000000000002,0.47658649497283545,0.8604941633710277,0.3839076683981918
1.9,0.2,0.5422101320021431,0.8871697867943753,0.34495965479223223
1.9,0.25,0.599055403117869,0.9000333856526502,0.3009779825347817
1.9,0.30000000000000004,0.617977341064112,0.9001058935633776,0.2821285524992652
1.9,0.35000000000000003,0.6722305514622318,0.9174044352734965,0.2451738838112642
1.9,0.4,0.7156897120040804,0.9316298687187018,0.2159401567146216
1.9,0.45,0.7165711796157035,0.9222445215110419,0.20567334189533865
1.9,0.5,0.7480096012251355,0.9309612917477208,0.182951690522585
1.9,0.55,0.7748592019664016,0.9302234681213226,0.15536426615492097
1.9,0.6000000000000001,0.7938773613287095,0.9316275788975726,0.1377502175688638
1.9,0.65,0.8165946885753584,0.9338424744080097,0.11724778583265101
1.9,0.7000000000000001,0.822784581897434,0.9311686849312399,0.10838410303380616
1.9,0.75,0.8438135656206324,0.936370695285824,0.09255712966519122
1.9,0.8,0.8467757241363569,0.9351065580146821,0.08833083387832524
1.9,0.8500000000000001,0.8702881394594844,0.9358496455456657,0.06556150608618115
1.9,0.9,0.9056308019455523,0.9467327789222221,0.04110197697667016
1.9,0.9500000000000001,0.9092267804189488,0.9466819429276473,0.0374551625086993
1.9,1.0,0.8789630300573789,0.9499999999999996,0.07103696994262097
2.05,0.0,0.5085116919329221,1.0085116919329224,0.4999999999999999
2.05,0.05,0.48745776530505164,0.9456605538203856,0.45820278851533464
2.05,0.1,0.5291080347882141,0.9486645784425354,0.4195565436543208
2.05,0.15000000000000002,0.558549268128638,0.93867250965789,0.38012324152925187
2.05,0.2,0.6124008285545449,0.9573604954948276,0.34495966694028274
2.05,0.25,0.6701117756503421,0.971089758528963,0.30097798287862104
2.05,0.30000000000000004,0.7029828636269451,0.9810184539760144,0.27803559034906916
2.05,0.35000000000000003,0.7549970726953572,0.9959679234256772,0.24097085073031935
2.05,0.4,0.7892404720514848,1.0051805772199827,0.2159401051684981
2.05,0.45,0.7893799547685236,0.9950532967275315,0.20567334195900785
2.05,0.5,0.8215065453104822,1.004458235833067,0.182951690522585
2.05,0.55,0.8482978968182096,1.0036621629730056,0.15536426615479634
2.05,0.6000000000000001,0.867440928025266,1.0051790523584503,0.1377381243331844
2.05,0.65,0.8903190944496749,1.0075668802823259,0.1172477858326511
2.05,0.7000000000000001,0.8962978991288469,1.0046820021626535,0.10838410303380616
2.05,0.75,0.91773756788004,1.010294697545231,0.09255712966519122
2.05,0.8,0.9205999260848842,1.0089307599632096,0.08833083387832524
2.05,0.8500000000000001,0.9441710062130897,1.0097325122992706,0.06556150608618115
2.05,0.9,0.9803728634394121,1.0214748404160825,0.04110197697667016
2.05,0.9500000000000001,0.9839648285448156,1.021419991053515,0.0374551625086993
2.05,1.0,0.953963030057379,1.025,0.07103696994262097
2.2,0.0,0.5823052303670392,1.0823052303670395,0.4999999999999999
2.2,0.05,0.556652439974836,1.0148552284901702,0.45820278851533464
2.2,0.1,0.624615325097197,1.0384595579232776,0.4138442328260809
2.2,0.15000000000000002,0.6436784741838049,1.022197632485788,0.3785191583019827
2.2,0.2,0.6698783209339345,1.0162474738097924,0.3463691528758578
2.2,0.25,0.7411671239671002,1.0421451068457208,0.30097798287862104
2.2,0.30000000000000004,0.7840131908364296,1.0593337800209033,0.27532058918447333
2.2,0.35000000000000003,0.8279058450128998,1.0688763685882106,0.24097052357531154
2.2,0.4,0.861182844791937,1.0778141604790223,0.21663131568708582
2.2,0.45,0.8621887325778553,1.067862074536863,0.20567334195900785
2.2,0.5,0.8950034893958293,1.0779551799184133,0.182951690522585
2.2,0.55,0.9217365916698931,1.0771008578246895,0.15536426615479634
2.2,0.6000000000000001,0.940990614783203,1.078728739116386,0.13773812433318317
2.2,0.65,0.9640435003239919,1.0812912861566422,0.1172477858326511
2.2,0.7000000000000001,0.9698138632471942,1.078195354142197,0.10838149089500293
2.2,0.75,0.9916615701420138,1.0842186998046377,0.09255712966262462
2.2,0.8,0.9944241280334121,1.082754961911737,0.08833083387832463
2.2,0.8500000000000001,1.0180538729667554,1.083615379052876,0.06556150608612075
2.2,0.9,1.055114924937691,1.0962169019099417,0.04110197697225041
2.2,0.9500000000000001,1.058702876846327,1.096158039179382,0.03745516233305425
2.2,1.0,1.028963040779089,1.1,0.0710369592209111
2.35,0.0,0.6560987688011561,1.1560987688011566,0.4999999999999999
2.35,0.05,0.6370498911431695,1.0952516951599545,0.45820180401678473
2.35,0.1,0.6954193858646924,1.1092636186907732,0.4138442328260809
2.35,0.15000000000000002,0.7154661913427732,1.094608046816211,0.3791418554734378
2.35,0.2,0.7525045258902131,1.0974641928299536,0.34495966693974034
2.35,0.25,0.8122228616669462,1.1132008445455646,0.3009779828786187
2.35,0.30000000000000004,0.8665734296471668,1.1379210323696614,0.2713476027224945
2.35,0.35000000000000003,0.9007837800488566,1.1417543036239963,0.24097052357513968
2.35,0.4,0.9346748320995883,1.1513061073457476,0.21663127524615935
2.35,0.45,0.9349975104724388,1.1406708524269908,0.20567334195455217
2.35,0.5,0.968500433623262,1.15145212413842,0.18295169051515858
2.35,0.55,0.9951752865215762,1.150539552676372,0.15536426615479634
2.35,0.6000000000000001,1.0145514425058513,1.1522796987591106,0.13772825625326
2.35,0.65,1.0377689496719449,1.155015795134627,0.11724684546268198
2.35,0.7000000000000001,1.043327184895594,1.1517086737436162,0.10838148884802216
2.35,0.75,1.0655855726560974,1.158142702064045,0.09255712940794746
2.35,0.8,1.0682483299819396,1.1565791638602645,0.08833083387832463
2.35,0.8500000000000001,1.09193673972036,1.1574982458064806,0.06556150608612075
2.35,0.9,1.1298569864315506,1.1709589634038013,0.04110197697225041
2.35,0.9500000000000001,1.133440924972194,1.1708960873052483,0.03745516233305425
2.35,1.0,1.1039630407790886,1.1749999999999996,0.0710369592209111
2.5,0.0,0.7298923072352715,1.2298923072352717,0.4999999999999999
2.5,0.05,0.7069595738129542,1.1651613778297394,0.45820180401678473
2.5,0.1,0.7820850844903312,1.1925578839377582,0.41047279944742676
2.5,0.15000000000000002,0.7949375524845889,1.1727934455491604,0.37785589306457124
2.5,0.2,0.8223087859482888,1.167316452888026,0.3450076669397371
2.5,0.25,0.8832782347230465,1.1842562176016644,0.3009779828786187
2.5,0.30000000000000004,0.9392066872616741,1.210554289984169,0.27134760272249425
2.5,0.35000000000000003,0.9736617143469694,1.214632237922108,0.24097052357513923
2.5,0.4,1.0081630532355752,1.2247943283914258,0.21663127515585087
2.5,0.45,1.00780628835775,1.213479630308812,0.20567334195106163
2.5,0.5,1.042047767461746,1.2249793024257314,0.18293153496398548
2.5,0.55,1.0686141103625295,1.2239783249216176,0.15536421455908836
2.5,0.6000000000000001,1.0881012105117522,1.2258294667650125,0.13772825625326
2.5,0.65,1.111494627048248,1.2287402935126768,0.11724566646442944
2.5,0.7000000000000001,1.1168405044962495,1.2252219933442716,0.10838148884802216
2.5,0.75,1.139509574915505,1.2320667043234519,0.09255712940794746
2.5,0.8,1.142072531930467,1.2304033658087916,0.08833083387832463
2.5,0.8500000000000001,1.1658196064739659,1.2313811125600862,0.06556150608612075
2.5,0.9,1.2045990479254105,1.2457010248976619,0.04110197697225041
2.5,0.9500000000000001,1.2081789730980612,1.2456341354311153,0.03745516233305425
2.5,1.0,1.1789630407790885,1.2499999999999998,0.0710369592209111
2.65,0.0,0.8036858456693883,1.3036858456693883,0.4999999999999999
2.65,0.05,0.7768692564827385,1.2350710604995225,0.45820180401678473
2.65,0.1,0.8536385575265962,1.2641113569740232,0.41047279944742676
2.65,0.15000000000000002,0.8656759199805639,1.2435317930833525,0.3778558731027886
2.65,0.2,0.89234777312157,1.2373554400613072,0.3450076669397371
2.65,0.25,0.9543398300946858,1.2553178124720614,0.3009779823773757
2.65,0.30000000000000004,1.0118399449036868,1.283187547626181,0.27134760272249425
2.65,0.35000000000000003,1.046539648973011,1.2875101725494627,0.2409705235764509
2.65,0.4,1.0830831212595435,1.2992062538233928,0.21612313256384988
2.65,0.45,1.0806150661762788,1.2862884081273407,0.20567334195106163
2.65,0.5,1.1156028448368631,1.2985055572678021,0.18290271243093906
2.65,0.55,1.1420539100906903,1.2974179215298658,0.15536401143917503
2.65,0.6000000000000001,1.1616509785176525,1.2993792347709128,0.13772825625326
2.65,0.65,1.1852190446590076,1.3024647111234378,0.11724566646442944
2.65,0.7000000000000001,1.1903538240969063,1.298735312944928,0.10838148884802216
2.65,0.75,1.2134335771749116,1.30599070658286,0.09255712940794746
2.65,0.8,1.2158967338789954,1.3042275677573196,0.08833083387832442
2.65,0.8500000000000001,1.2397024732275892,1.3052639793136922,0.06556150608610209
2.65,0.9,1.2793411094206353,1.3204430863915204,0.041101976970884586
2.65,0.9500000000000001,1.2829170212782077,1.3203721835569826,0.03745516227877455
2.65,1.0,1.2539630440924259,1.324999999999999,0.0710369559075734
2.8,0.0,0.877479384103504,1.3774793841035047,0.4999999999999999
2.8,0.05,0.8738439250705137,1.3308034631693073,0.4569595380987936
2.8,0.1,0.9139601262296397,1.3246953020378416,0.41073517580820174
2.8,0.15000000000000002,0.9446992353836758,1.3229667652626238,0.3782675298789479
2.8,0.2,0.9762281397232048,1.3207417407679043,0.34451360104469947
2.8,0.25,1.0411761942645525,1.3415651801954667,0.3003889859309143
2.8,0.30000000000000004,1.0844744425580344,1.3558220426079908,0.27134760004995606
2.8,0.35000000000000003,1.1194175832708502,1.3603881068473018,0.2409705235764509
2.8,0.4,1.156623199859396,1.3727463324198188,0.2161231325604224
2.8,0.45,1.1534238439948081,1.35909718594587,0.20567334195106163
2.8,0.5,1.1891031593991916,1.37200587183013,0.18290271243093906
2.8,0.55,1.2154926603659664,1.3708566718051418,0.15536401143917503
2.8,0.6000000000000001,1.2352007465235533,1.372929002776814,0.13772825625326
2.8,0.65,1.2589434622697686,1.3761891287341976,0.11724566646442944
2.8,0.7000000000000001,1.2638671436975626,1.3722486325455845,0.10838148884802216
2.8,0.75,1.28735757943432,1.3799147088422674,0.09255712940794746
2.8,0.8,1.2897209358275223,1.3780517697058476,0.08833083387832442
2.8,0.8500000000000001,1.3135853399811948,1.3791468460672969,0.06556150608610209
2.8,0.9,1.3540831709144963,1.3951851478853814,0.041101976970884586
2.8,0.9500000000000001,1.357655069404075,1.3951102316828496,0.03745516227877455
2.8,1.0,1.3289630440924267,1.3999999999999997,0.0710369559075734
2.95,0.0,0.9512729225376205,1.4512729225376202,0.4999999999999999
2.95,0.05,0.945136967740298,1.4020965058390926,0.4569595380987936
2.95,0.1,0.9849259459816665,1.395661121789868,0.41073517580820174
2.95,0.15000000000000002,1.0155724549513176,1.3938399848302652,0.3782675298789479
2.95,0.2,1.0548821615500579,1.397395762594758,0.3425136010446996
2.95,0.25,1.113042647086225,1.4134316610964357,0.3003890140102109
2.95,0.30000000000000004,1.1571077662691778,1.4284553663191344,0.27134760004995606
2.95,0.35000000000000003,1.1922955175667513,1.433266041143202,0.2409705235764509
2.95,0.4,1.2301631819533148,1.4462863145137375,0.2161231325604224
2.95,0.45,1.226232621813337,1.4319059637643976,0.20567334195106163
2.95,0.5,1.2626034739615197,1.4455061863924596,0.18290271243093906
2.95,0.55,1.288931410641241,1.4442954220804158,0.15536401143917503
2.95,0.6000000000000001,1.308750514529454,1.4464787707827147,0.13772825625326
2.95,0.65,1.3326678798805291,1.4499135463449588,0.11724566646442944
2.95,0.7000000000000001,1.337380463298218,1.445761952146241,0.10838148884802216
2.95,0.75,1.3612815816937274,1.4538387111016744,0.09255712940794746
2.95,0.8,1.3635451377760506,1.4518759716543745,0.08833083387832442
2.95,0.8500000000000001,1.3874682067347992,1.4530297128209027,0.06556150608610209
2.95,0.9,1.4288252324083561,1.4699272093792397,0.041101976970884586
2.95,0.9500000000000001,1.4323931175299416,1.4698482798087162,0.03745516227877455
2.95,1.0,1.4039630440924258,1.4750000000000003,0.0710369559075734
3.1,0.0,1.0250664609717375,1.525066460971737,0.4999999999999999
3.1,0.05,1.0164300104100827,1.4733895485088764,0.4569595380987936
3.1,0.1,1.0558917657336941,1.4666269415418962,0.41073517580820174
3.1,0.15000000000000002,1.086445674518958,1.464713204397906,0.3782675298789479
3.1,0.2,1.125936183376909,1.4684497844216087,0.3425136010446996
3.1,0.25,1.184912053582654,1.4853010675928648,0.3003890140102109
3.1,0.30000000000000004,1.22974108998032,1.501088690030276,0.27134760004995606
3.1,0.35000000000000003,1.2651734518621678,1.5061439754386186,0.2409705235764509
3.1,0.4,1.3037031640472339,1.5198262966076568,0.2161231325604224
3.1,0.45,1.2990413996318653,1.5047147415829267,0.20567334195106163
3.1,0.5,1.3361037885238494,1.519006500954788,0.18290271243093906
3.1,0.55,1.3623701609165169,1.5177341723556916,0.15536401143917503
3.1,0.6000000000000001,1.382300282535355,1.5200285387886154,0.13772825625326
3.1,0.65,1.4063922974912904,1.5236379639557203,0.11724566646442944
3.1,0.7000000000000001,1.4108937828988746,1.5192752717468965,0.10838148884802216
3.1,0.75,1.4352055839531341,1.5277627133610812,0.09255712940794746
3.1,0.8,1.4373693397245786,1.525700173602903,0.08833083387832442
3.1,0.8500000000000001,1.4613510734884054,1.5269125795745073,0.06556150608610209
3.1,0.9,1.5035672939022153,1.5446692708731005,0.041101976970884586
3.1,0.9500000000000001,1.50713116565581,1.5445863279345846,0.03745516227877455
3.1,1.0,1.4789630440924275,1.5500000000000005,0.0710369559075734
3.25,0.0,1.0988599994058532,1.5988599994058532,0.4999999999999999
3.25,0.05,1.0877230530798665,1.5446825911786601,0.4569595380987936
3.25,0.1,1.126857585485721,1.5375927612939224,0.41073517580820174
3.25,0.15000000000000002,1.157318894086598,1.5355864239655468,0.3782675298789479
3.25,0.2,1.1969902052037613,1.5395038062484614,0.3425136010446996
3.25,0.25,1.2567814600790828,1.5571704740892935,0.3003890140102109
3.25,0.30000000000000004,1.3023744136914628,1.573722013741418,0.27134760004995606
3.25,0.35000000000000003,1.3380513861575842,1.579021909734035,0.2409705235764509
3.25,0.4,1.3772431461411534,1.5933662787015745,0.2161231325604224
3.25,0.45,1.3718501774503942,1.577523519401456,0.20567334195106163
3.25,0.5,1.4096041030861772,1.5925068155171156,0.18290271243093906
3.25,0.55,1.4358089111917922,1.5911729226309672,0.15536401143917503
3.25,0.6000000000000001,1.4558500505412553,1.5935783067945157,0.13772825625326
3.25,0.65,1.48011671510205,1.59736238156648,0.11724566646442944
3.25,0.7000000000000001,1.4844071024995313,1.592788591347553,0.10838148884802216
3.25,0.75,1.5091295862125411,1.6016867156204881,0.09255712940794746
3.25,0.8,1.5111935416731053,1.5995243755514292,0.0883308338783244
3.25,0.8500000000000001,1.5352339402420185,1.600795446328113,0.06556150608609437
3.25,0.9,1.5783093553966374,1.619411332366959,0.04110197697032222
3.25,0.9500000000000001,1.5818692138040262,1.6193243760604505,0.037455162256424084
3.25,1.0,1.5539630454567412,1.6249999999999996,0.07103695454325788
3.4,0.0,1.1726535378399703,1.6726535378399703,0.4999999999999999
3.4,0.05,1.1590160957496518,1.615975633848446,0.4569595380987936
3.4,0.1,1.1978234052377488,1.6085585810459508,0.41073517580820174
3.4,0.15000000000000002,1.2281921136542382,1.6064596435331857,0.3782675298789479
3.4,0.2,1.268044227030614,1.610557828075314,0.3425136010446996
3.4,0.25,1.3286508665755117,1.6290398805857227,0.3003890140102109
3.4,0.30000000000000004,1.375007737402605,1.6463553374525612,0.27134760004995606
3.4,0.35000000000000003,1.410929320453001,1.6518998440294517,0.2409705235764509
3.4,0.4,1.450783128235071,1.6669062607954932,0.2161231325604224
3.4,0.45,1.444658955268923,1.6503322972199854,0.20567334195106163
3.4,0.5,1.483104417648505,1.6660071300794435,0.18290271243093906
3.4,0.55,1.5092476614671133,1.664611672906243,0.15536401143913015
3.4,0.6000000000000001,1.5293998185471558,1.667128074800416,0.13772825625326
3.4,0.65,1.5538411327128114,1.6710867991772418,0.11724566646442944
3.4,0.7000000000000001,1.5579204221001879,1.6663019109482096,0.10838148884802216
3.4,0.75,1.5830535884719479,1.6756107178798954,0.09255712940794746
3.4,0.8,1.5850177436216333,1.6733485774999575,0.0883308338783244
3.4,0.8500000000000001,1.6091168069956225,1.6746783130817167,0.06556150608609437
3.4,0.9,1.6530514168904957,1.694153393860819,0.04110197697032222
3.4,0.9500000000000001,1.6566072619298926,1.6940624241863165,0.037455162256424084
3.4,1.0,1.6289630454567419,1.6999999999999988,0.07103695454325788
3.55,0.0,1.2464470762740862,1.7464470762740867,0.4999999999999999
3.55,0.05,1.2303091384194351,1.687268676518229,0.4569595380987936
3.55,0.1,1.2687892249897754,1.6795244007979773,0.41073517580820174
3.55,0.15000000000000002,1.299065333221879,1.6773328631008266,0.3782675298789479
3.55,0.2,1.3390982488574652,1.6816118499021653,0.3425136010446996
3.55,0.25,1.4005202730719406,1.7009092870821516,0.3003890140102109
3.55,0.30000000000000004,1.4476410611137462,1.7189886611637024,0.27134760004995606
3.55,0.35000000000000003,1.4838072547484191,1.7247777783248701,0.2409705235764509
3.55,0.4,1.52432311032899,1.7404462428894125,0.2161231325604224
3.55,0.45,1.517467733087451,1.7231410750385128,0.20567334195106163
3.55,0.5,1.5566047322108334,1.7395074446417733,0.18290271243093906
3.55,0.55,1.5826864117423876,1.7380504231815188,0.15536401143913015
3.55,0.6000000000000001,1.6029495865530563,1.7406778428063174,0.13772825625326
3.55,0.65,1.627565550323571,1.7448112167880012,0.11724566646442944
3.55,0.7000000000000001,1.631433741700843,1.739815230548866,0.10838148884802216
3.55,0.75,1.6569775907313553,1.7495347201393023,0.09255712940794746
3.55,0.8,1.6588419455701602,1.7471727794484841,0.0883308338783244
3.55,0.8500000000000001,1.6829996737492288,1.7485611798353229,0.06556150608609437
3.55,0.9,1.7277934783843567,1.7688954553546783,0.04110197697032222
3.55,0.9500000000000001,1.7313453100557605,1.768800472312184,0.037455162256424084
3.55,1.0,1.7039630454567418,1.7749999999999992,0.07103695454325788
3.7,0.0,1.320240614708204,1.820240614708204,0.4999999999999999
3.7,0.05,1.3016021810892195,1.7585617191880136,0.4569595380987936
3.7,0.1,1.3397550447418032,1.7504902205500052,0.41073517580820174
3.7,0.15000000000000002,1.36993855278952,1.7482060826684678,0.3782675298789479
3.7,0.2,1.4101522706843177,1.7526658717290178,0.3425136010446996
