w_soc,step,delta_v
0.0,69,0.7456563681484555
0.0,70,0.7462118329584206
0.0,71,0.746308729199875
0.0,72,0.7468112163844186
0.0,73,0.7467142094664427
0.0,74,0.7471418658529816
0.0,75,0.7473648182601912
0.0,76,0.7478009311161893
0.0,77,0.7477545182691673
0.0,78,0.7476950235672633
0.0,79,0.7478588066063938
0.0,80,0.7480211517013435
0.0,81,0.7481926222400784
0.0,82,0.7485454223109784
0.0,83,0.7482086869785542
0.0,84,0.7486324285988551
0.0,85,0.7486959564422765
0.0,86,0.7491654717473744
0.0,87,0.7494435137345683
0.0,88,0.7494135335948404
0.0,89,0.7492885582571107
0.0,90,0.7493664262007741
0.0,91,0.7494915213326215
0.0,92,0.7492788695686786
0.0,93,0.7493419110328229
0.0,94,0.7492113434876517
0.0,95,0.7492779017382343
0.0,96,0.7492813859489448
0.0,97,0.7495793054401445
0.0,98,0.7491274876686479
0.0,99,0.7488600480894092
0.0,100,0.7491002595858777
0.0,101,0.7491056597890968
0.0,102,0.7492714269817657
0.0,103,0.7496774701117184
0.0,104,0.7498721573215907
0.0,105,0.7495997007689573
0.0,106,0.7494151971289028
0.0,107,0.749579202969541
0.0,108,0.7495237758927087
0.0,109,0.7498717222695043
0.0,110,0.7500407543450202
0.0,111,0.7501458767133755
0.0,112,0.7501635453320415
0.0,113,0.7503066589973012
0.0,114,0.7501492865599461
0.0,115,0.7503400106383555
0.0,116,0.7502896390764984
0.0,117,0.749692840864725
0.0,118,0.7494176434066856
0.0,119,0.7496781119464627
0.0,120,0.7495254840265743
0.0,121,0.7494728892324815
0.0,122,0.7494883019755942
0.0,123,0.7493107833543344
0.0,124,0.7494271991958866
0.0,125,0.7492746724344285
0.0,126,0.749655443818415
0.0,127,0.7497582312786683
0.0,128,0.7497987048106081
0.0,129,0.750049536332147
0.0,130,0.7502480432659051
0.0,131,0.7498785649136174
0.0,132,0.7501844175386376
0.0,133,0.7501500559586926
0.0,134,0.7498734777255733
0.0,135,0.7494474035349996
0.0,136,0.7494205374648536
0.0,137,0.7498306049688048
0.0,138,0.7498837774782443
0.0,139,0.7497911454171867
0.0,140,0.749726853853954
0.0,141,0.7499765051959588
0.0,142,0.7503856080207083
0.0,143,0.7500557722161679
0.0,144,0.7501064256768085
0.0,145,0.7498945472057181
0.0,146,0.7495022930514738
0.0,147,0.7494572212070773
0.0,148,0.7494171816889882
0.0,149,0.7494146796432094
0.0,150,0.7492739369597435
0.0,151,0.7494997793112161
0.0,152,0.749895357611935
0.0,153,0.7499813155495493
0.0,154,0.7501678004693744
0.0,155,0.7500953022343856
0.0,156,0.7499937366555317
0.0,157,0.7499813510246071
0.0,158,0.7497888927178877
0.0,159,0.7496395205232622
0.0,160,0.749688492781419
0.0,161,0.749924072926633
0.0,162,0.7498153604308414
0.0,163,0.7498267156051693
0.0,164,0.7500206480615567
0.0,165,0.7498740971949012
0.0,166,0.7498055503916533
0.0,167,0.7499677418330208
0.0,168,0.7500582112757501
0.0,169,0.7498532314319397
0.0,170,0.7498070618317274
0.0,171,0.7499178582352857
0.0,172,0.7501732094596707
0.0,173,0.7501881011036453
0.0,174,0.749802406603506
0.0,175,0.7499772688023123
0.0,176,0.7500973748904769
0.0,177,0.7500046948127733
0.0,178,0.7499282734093977
0.0,179,0.7501264820769414
0.0,180,0.749944790171792
0.0,181,0.7498555985297803
0.0,182,0.7496102938140217
0.0,183,0.7497210758096571
0.0,184,0.7499603584276838
0.0,185,0.7501601781787719
0.0,186,0.7499594229552792
0.0,187,0.7499356997664778
0.0,188,0.7498087452746763
0.0,189,0.7500095255432501
0.0,190,0.7499822322784109
0.0,191,0.7497914109003303
0.0,192,0.7498930456869705
0.0,193,0.7499970383063889
0.0,194,0.7500738953846691
0.0,195,0.7499061460836572
0.0,196,0.7499033402950809
0.0,197,0.7497154676464607
0.0,198,0.749687961025527
0.0,199,0.7496141120486353
0.25,0,0.08789994000000004
0.25,1,0.171224664
0.25,2,0.2617761567
0.25,3,0.33850235454000005
0.25,4,0.39928056141
0.25,5,0.4498890387504
0.25,6,0.49332010067054993
0.25,7,0.529541235267216
0.25,8,0.5604123349356085
0.25,9,0.5861439466633807
0.25,10,0.608311329745599
0.25,11,0.6273418409009524
0.25,12,0.6438238254669852
0.25,13,0.6581231911639037
0.25,14,0.6705964945555055
0.25,15,0.6811232118322724
0.25,16,0.6899035909832576
0.25,17,0.6981910166467298
0.25,18,0.7050378858341964
0.25,19,0.711297902633966
0.25,20,0.7163464801163837
0.25,21,0.7209619798739784
0.25,22,0.7250069701144042
0.25,23,0.728251195686357
0.25,24,0.7311367741070811
0.25,25,0.7337460139743014
0.25,26,0.7360925175217494
0.25,27,0.738263791987485
0.25,28,0.7401804988853615
0.25,29,0.7416890239078212
0.25,30,0.7432165568779806
0.25,31,0.7442378332908555
0.25,32,0.745062367313359
0.25,33,0.7452214552193149
0.25,34,0.7458057851890397
0.25,35,0.7463030814234093
0.25,36,0.7468680448356875
0.25,37,0.7475126921973257
0.25,38,0.7481001592620027
0.25,39,0.7485028745835667
0.25,40,0.7480963689220338
0.25,41,0.7488617451311904
0.25,42,0.7489354885447135
0.25,43,0.7490529190536409
0.25,44,0.7493206742713834
0.25,45,0.749613472681502
0.25,46,0.7493348203290766
0.25,47,0.7492589581002672
0.25,48,0.7495502301458271
0.25,49,0.7498077176373003
0.25,50,0.7495705185620527
0.25,51,0.749884934599205
0.25,52,0.7499152651573926
0.25,53,0.7501742157672369
0.25,54,0.7497725577002596
0.25,55,0.749635283439552
0.25,56,0.7500755958449221
0.25,57,0.7500135141942659
0.25,58,0.7497132523655269
0.25,59,0.7499015788201087
0.25,60,0.7497596305186759
0.25,61,0.7499884227937166
0.25,62,0.7498936805583901
0.25,63,0.7502037379401698
0.25,64,0.7500862917529469
0.25,65,0.7502905037288496
0.25,66,0.7500690295559007
0.25,67,0.7501192670716945
0.25,68,0.7498475436727177
0.25,69,0.7498295972867329
0.25,70,0.7500843769965952
0.25,71,0.7499633468062427
0.25,72,0.7501748236622321
0.25,73,0.7498341892967346
0.25,74,0.7500897959321743
0.25,75,0.7500885912479034
0.25,76,0.7503802837408937
0.25,77,0.7502162484745672
0.25,78,0.7499885341008062
0.25,79,0.7500274847625616
0.25,80,0.7500603953560978
0.25,81,0.7501476349425585
0.25,82,0.7503773490912052
0.25,83,0.7499948560750365
0.25,84,0.7502922811284448
0.25,85,0.7502797018230261
0.25,86,0.7506578075067072
0.25,87,0.7508497260127965
0.25,88,0.7507246822931497
0.25,89,0.750535220127753
0.25,90,0.7505397025377739
0.25,91,0.7505976718679249
0.25,92,0.7503157107373465
0.25,93,0.7503327491349849
0.25,94,0.7500996192396183
0.25,95,0.7501126540529875
0.25,96,0.7500863571599145
0.25,97,0.7503239595078655
0.25,98,0.7498130102770081
0.25,99,0.7495189886278919
0.25,100,0.7497067255764943
0.25,101,0.749680228354905
0.25,102,0.7498336346812005
0.25,103,0.7502126588588207
0.25,104,0.7503824455546781
0.25,105,0.7500746880569363
0.25,106,0.7498627580175886
0.25,107,0.7499712090126023
0.25,108,0.749890922003442
0.25,109,0.7502253597375017
0.25,110,0.7503627100625551
0.25,111,0.7504573743730493
0.25,112,0.7504661881282191
0.25,113,0.7505988943818308
0.25,114,0.750428225876629
0.25,115,0.7505995778811985
0.25,116,0.7505266787333282
0.25,117,0.7499243318187737
0.25,118,0.7496310457152758
0.25,119,0.7498858662142279
0.25,120,0.7497123130477871
0.25,121,0.7496369180683767
0.25,122,0.7496358438454924
0.25,123,0.7494509309827031
0.25,124,0.749559906431964
0.25,125,0.7493963118454688
0.25,126,0.7497808800553876
0.25,127,0.749881604929428
0.25,128,0.7499171717716927
0.25,129,0.750157146312669
0.25,130,0.7503479836235348
0.25,131,0.749963803272556
0.25,132,0.7502641487982628
0.25,133,0.750218891625977
0.25,134,0.749942306155255
0.25,135,0.7495201521905338
0.25,136,0.7494860123448124
0.25,137,0.7498913279289254
0.25,138,0.7499407941327622
0.25,139,0.7498381974126459
0.25,140,0.749768819968079
0.25,141,0.750016306693034
0.25,142,0.7504171062086133
0.25,143,0.7500823907721608
0.25,144,0.7501324924216619
0.25,145,0.749919131196197
0.25,146,0.7495229818969797
0.25,147,0.7494767530145406
0.25,148,0.7494368529184523
0.25,149,0.7494302425499679
0.25,150,0.74928670147045
0.25,151,0.7495104474067722
0.25,152,0.7499042763464521
0.25,153,0.749988985150652
0.25,154,0.7501732941943248
0.25,155,0.7500995143088605
0.25,156,0.7499971171013675
0.25,157,0.7499838485905688
0.25,158,0.7497910463708934
0.25,159,0.7496411338845741
0.25,160,0.7496896481263072
0.25,161,0.7499251187204764
0.25,162,0.749816161601579
0.25,163,0.7498274224047502
0.25,164,0.7500212711621062
0.25,165,0.7498746615983164
0.25,166,0.7498060824232777
0.25,167,0.7499681217127417
0.25,168,0.7500585010885054
0.25,169,0.7498534969947613
0.25,170,0.7498072583863699
0.25,171,0.7499180357476067
0.25,172,0.7501733395015374
0.25,173,0.7501882246338013
0.25,174,0.7498025240106444
0.25,175,0.7499773535889606
0.25,176,0.7500974363789121
0.25,177,0.7500047406727021
0.25,178,0.7499283079200475
0.25,179,0.7501265091548968
0.25,180,0.749944816614538
0.25,181,0.7498556194977055
0.25,182,0.7496103104681417
0.25,183,0.7497210875308016
0.25,184,0.7499603682474218
0.25,185,0.7501601863768268
0.25,186,0.7499594295385352
0.25,187,0.7499357053525713
0.25,188,0.7498087501821405
0.25,189,0.7500095295761722
0.25,190,0.7499822353127356
0.25,191,0.7497914134215928
0.25,192,0.7498930476636921
0.25,193,0.7499970398902464
0.25,194,0.7500738967004452
0.25,195,0.7499061471804157
0.25,196,0.7499033412488972
0.25,197,0.7497154684580095
0.25,198,0.7496879616060841
0.25,199,0.7496141125208028
0.5,0,0.08789994000000004
0.5,1,0.171224664
0.5,2,0.2597421567
0.5,3,0.3389674745400001
0.5,4,0.40710032841000005
0.5,5,0.4642810152504
0.5,6,0.5132963819605499
0.5,7,0.5535892784942159
0.5,8,0.5876245367007084
0.5,9,0.6157383841971906
0.5,10,0.6393602641143599
0.5,11,0.6590632333284774
0.5,12,0.675624849158529
0.5,13,0.6893835021602063
0.5,14,0.7008630606485101
0.5,15,0.710045911394172
0.5,16,0.7172489503306999
0.5,17,0.7236532909780437
0.5,18,0.7285181369858968
0.5,19,0.7326563933294741
0.5,20,0.7358059015581375
0.5,21,0.7386005556804023
0.5,22,0.7408573961849941
0.5,23,0.7425205159910682
0.5,24,0.7439394783008746
0.5,25,0.7452297851727366
0.5,26,0.7462286123996005
0.5,27,0.7471959726921007
0.5,28,0.7480413662102745
0.5,29,0.7485677881194477
0.5,30,0.7492270177311033
0.5,31,0.7494875949987356
0.5,32,0.749611077708916
0.5,33,0.749151767680775
0.5,34,0.7492065933361678
0.5,35,0.7492250885532673
0.5,36,0.749406455716742
0.5,37,0.7497133818995183
0.5,38,0.7499924551558272
0.5,39,0.7501154554303483
0.5,40,0.7494917121875242
0.5,41,0.7500315199651355
0.5,42,0.749925976254355
0.5,43,0.7499067670184457
0.5,44,0.7500485388585
0.5,45,0.7502199276989908
0.5,46,0.749846280090324
0.5,47,0.7496958340120154
0.5,48,0.7499029910536918
0.5,49,0.750106085851533
0.5,50,0.7498154609279274
0.5,51,0.7500893891185899
0.5,52,0.7500842448730808
0.5,53,0.7503069976052528
0.5,54,0.749882559325861
0.5,55,0.7497241509600168
0.5,56,0.7501510059493373
0.5,57,0.7500737027591189
0.5,58,0.7497616196755981
0.5,59,0.749938883916154
0.5,60,0.74978973469962
0.5,61,0.75001211685946
0.5,62,0.7499112961216525
0.5,63,0.7502173525619269
0.5,64,0.7500969225455717
0.5,65,0.7502987679241351
0.5,66,0.750075898813343
0.5,67,0.7501246731862512
0.5,68,0.74985184749997
0.5,69,0.749832898598334
0.5,70,0.7500870322859882
0.5,71,0.7499654652838101
0.5,72,0.750176462022059
0.5,73,0.7498354851269677
0.5,74,0.7500908081785684
0.5,75,0.7500893768874369
0.5,76,0.7503809261320934
0.5,77,0.7502167502515571
0.5,78,0.7499889457020928
0.5,79,0.7500278196163966
0.5,80,0.7500606516585936
0.5,81,0.7501478426785211
0.5,82,0.7503775172592495
0.5,83,0.7499949877175857
0.5,84,0.7502923852677852
0.5,85,0.7502797845208311
0.5,86,0.7506578748538382
0.5,87,0.7508497836514554
0.5,88,0.7507247288034411
0.5,89,0.7505352570680514
0.5,90,0.7505397315981528
0.5,91,0.7505976960566958
0.5,92,0.7503157295801571
0.5,93,0.7503327636824124
0.5,94,0.7500996309582272
0.5,95,0.7501126637393046
0.5,96,0.7500863649760928
0.5,97,0.7503239655566951
0.5,98,0.749813015123827
0.5,99,0.749518992456009
0.5,100,0.7497067286855572
0.5,101,0.7496802308379256
0.5,102,0.7498336366172476
0.5,103,0.7502126604274526
0.5,104,0.7503824468511321
0.5,105,0.7500746891472841
0.5,106,0.7498627589035504
0.5,107,0.749971209734345
0.5,108,0.7498909226150555
0.5,109,0.750225360212238
0.5,110,0.7503627104517109
0.5,111,0.7504573746823837
0.5,112,0.7504661883861562
0.5,113,0.7505988945940928
0.5,114,0.7504282260489737
0.5,115,0.7505995780279844
0.5,116,0.7505266788550042
0.5,117,0.7499243319209129
0.5,118,0.7496310457965251
0.5,119,0.7498858662797205
0.5,120,0.7497123131022155
0.5,121,0.7496369181127163
0.5,122,0.7496358438815804
0.5,123,0.749450931012278
0.5,124,0.7495599064569299
0.5,125,0.749396311865718
0.5,126,0.7497808800710416
0.5,127,0.7498816049426481
0.5,128,0.7499171717827332
0.5,129,0.7501571463222152
0.5,130,0.7503479836313528
0.5,131,0.7499638032785665
0.5,132,0.7502641488033022
0.5,133,0.7502188916302484
0.5,134,0.7499423061588094
0.5,135,0.7495201521933673
0.5,136,0.7494860123471667
0.5,137,0.7498913279307243
0.5,138,0.7499407941341617
0.5,139,0.7498381974137835
0.5,140,0.7497688199690344
0.5,141,0.7500163066938401
0.5,142,0.7504171062093195
0.5,143,0.7500823907727603
0.5,144,0.7501324924221389
0.5,145,0.749919131196606
0.5,146,0.7495229818972955
0.5,147,0.749476753014814
0.5,148,0.7494368529186913
0.5,149,0.7494302425501473
0.5,150,0.749286701470584
0.5,151,0.7495104474068739
0.5,152,0.7499042763465307
0.5,153,0.7499889851507112
0.5,154,0.7501732941943705
0.5,155,0.7500995143088973
0.5,156,0.7499971171013973
0.5,157,0.7499838485905932
0.5,158,0.7497910463709149
0.5,159,0.7496411338845911
0.5,160,0.7496896481263202
0.5,161,0.749925118720487
0.5,162,0.7498161616015876
0.5,163,0.7498274224047571
0.5,164,0.7500212711621118
0.5,165,0.7498746615983207
0.5,166,0.7498060824232811
0.5,167,0.7499681217127447
0.5,168,0.7500585010885079
0.5,169,0.7498534969947636
0.5,170,0.7498072583863716
0.5,171,0.7499180357476081
0.5,172,0.7501733395015384
0.5,173,0.7501882246338022
0.5,174,0.7498025240106452
0.5,175,0.7499773535889611
0.5,176,0.7500974363789126
0.5,177,0.7500047406727024
0.5,178,0.7499283079200477
0.5,179,0.750126509154897
0.5,180,0.7499448166145383
0.5,181,0.7498556194977056
0.5,182,0.7496103104681419
0.5,183,0.7497210875308017
0.5,184,0.749960368247422
0.5,185,0.7501601863768269
0.5,186,0.7499594295385352
0.5,187,0.7499357053525713
0.5,188,0.7498087501821405
0.5,189,0.7500095295761722
0.5,190,0.7499822353127356
0.5,191,0.7497914134215928
0.5,192,0.7498930476636921
0.5,193,0.7499970398902465
0.5,194,0.7500738967004452
0.5,195,0.7499061471804157
0.5,196,0.7499033412488972
0.5,197,0.7497154684580095
0.5,198,0.7496879616060841
0.5,199,0.7496141125208028
0.75,0,0.08789994000000004
0.75,1,0.181822164
0.75,2,0.27139976670000004
0.75,3,0.35238839154000007
0.75,4,0.42213732050999997
0.75,5,0.4811179826904
0.75,6,0.5313013426165499
0.75,7,0.5725741347071159
0.75,8,0.6070459115011284
0.75,9,0.6352835562303126
0.75,10,0.6584174432178597
0.75,11,0.677279323694008
0.75,12,0.6927628420115519
0.75,13,0.7050744084948944
0.75,14,0.7149927270046436
0.75,15,0.7226038428377436
0.75,16,0.7282729014571514
0.75,17,0.7331259890325498
0.75,18,0.736600538134289
0.75,19,0.739583706695785
0.75,20,0.7416981770141264
0.75,21,0.7435836075312758
0.75,22,0.745057442124741
0.75,23,0.746018457401236
0.75,24,0.7468384942609374
0.75,25,0.7476052591468952
0.75,26,0.7481777132261217
0.75,27,0.7487827941852968
0.75,28,0.7493355902052609
0.75,29,0.7496044788331898
0.75,30,0.7500625484394428
0.75,31,0.7501594824085229
0.75,32,0.750154894556015
0.75,33,0.7495856594040949
0.75,34,0.7495567667896643
0.75,35,0.7495063226860936
0.75,36,0.7496288580608559
0.75,37,0.7498927776121401
0.75,38,0.7501380534870621
0.75,39,0.750233113930712
0.75,40,0.7495879732638712
0.75,41,0.7501091968420789
0.75,42,0.7499880005281375
0.75,43,0.7499546112098592
0.75,44,0.7500858387865073
0.75,45,0.750249667177168
0.75,46,0.7498701306800166
0.75,47,0.7497151009088544
0.75,48,0.7499179416996077
0.75,49,0.7501180279532994
0.75,50,0.7498253088214097
0.75,51,0.750097149720984
0.75,52,0.7500903985132773
0.75,53,0.7503118270051149
0.75,54,0.7498864644936705
0.75,55,0.7497272325407532
0.75,56,0.750153525508275
0.75,57,0.7500757274949121
0.75,58,0.7497632458088979
0.75,59,0.749940179093612
0.75,60,0.7497907635640466
0.75,61,0.7500129567463658
0.75,62,0.7499119756220071
0.75,63,0.7502178985873241
0.75,64,0.7500973534132305
0.75,65,0.7502991215885649
0.75,66,0.7500761762919874
0.75,67,0.7501249012876928
0.75,68,0.7498520309156885
0.75,69,0.7498330464037906
0.75,70,0.7500871510741838
0.75,71,0.7499655622210186
0.75,72,0.7501765430269132
0.75,73,0.7498355509432518
0.75,74,0.7500908631758516
0.75,75,0.7500894221920094
0.75,76,0.7503809613834591
0.75,77,0.7502167779817689
0.75,78,0.7499889688690441
0.75,79,0.7500278381609415
0.75,80,0.7500606670641432
0.75,81,0.750147854973824
0.75,82,0.7503775269841427
0.75,83,0.7499949955379887
0.75,84,0.7502923915058134
0.75,85,0.7502797896912734
0.75,86,0.7506578791138214
0.75,87,0.7508497872347066
0.75,88,0.7507247318312856
0.75,89,0.7505352594706246
0.75,90,0.7505397335220308
0.75,91,0.7505976976141795
0.75,92,0.7503157308849979
0.75,93,0.7503327646908428
0.75,94,0.750099631750445
0.75,95,0.7501126643790098
0.75,96,0.7500863654985561
0.75,97,0.750323965984433
0.75,98,0.7498130154624362
0.75,99,0.7495189927193763
0.75,100,0.7497067288961566
0.75,101,0.7496802310084665
0.75,102,0.7498336367470756
0.75,103,0.7502126605287359
0.75,104,0.7503824469317281
0.75,105,0.7500746892145616
0.75,106,0.7498627589598668
0.75,107,0.7499712097782849
0.75,108,0.7498909226523645
0.75,109,0.7502253602441924
0.75,110,0.7503627104776662
0.75,111,0.7504573747042765
0.75,112,0.7504661884036543
0.75,113,0.7505988946084358
0.75,114,0.7504282260600705
0.75,115,0.7505995780369341
0.75,116,0.7505266788622873
0.75,117,0.7499243319266116
0.75,118,0.7496310458011767
0.75,119,0.7498858662836542
0.75,120,0.74971231310538
0.75,121,0.7496369181155117
0.75,122,0.7496358438838587
0.75,123,0.7494509310141726
0.75,124,0.7495599064583686
0.75,125,0.7493963118669298
0.75,126,0.7497808800719792
0.75,127,0.7498816049433654
0.75,128,0.7499171717832764
0.75,129,0.7501571463226334
0.75,130,0.7503479836317087
0.75,131,0.7499638032788806
0.75,132,0.7502641488035724
0.75,133,0.7502188916304589
0.75,134,0.7499423061589964
0.75,135,0.7495201521935325
0.75,136,0.7494860123472902
0.75,137,0.749891327930821
0.75,138,0.7499407941342345
0.75,139,0.7498381974138477
0.75,140,0.7497688199690913
0.75,141,0.7500163066938825
0.75,142,0.7504171062093575
0.75,143,0.750082390772789
0.75,144,0.7501324924221641
0.75,145,0.7499191311966255
0.75,146,0.7495229818973126
0.75,147,0.749476753014827
0.75,148,0.7494368529187012
0.75,149,0.7494302425501548
0.75,150,0.7492867014705895
0.75,151,0.7495104474068781
0.75,152,0.7499042763465344
0.75,153,0.7499889851507144
0.75,154,0.7501732941943734
0.75,155,0.7500995143088995
0.75,156,0.7499971171013989
0.75,157,0.7499838485905944
0.75,158,0.7497910463709159
0.75,159,0.749641133884592
0.75,160,0.7496896481263209
0.75,161,0.7499251187204874
0.75,162,0.749816161601588
0.75,163,0.7498274224047574
0.75,164,0.750021271162112
0.75,165,0.749874661598321
0.75,166,0.7498060824232813
0.75,167,0.7499681217127449
0.75,168,0.750058501088508
0.75,169,0.7498534969947637
0.75,170,0.7498072583863717
0.75,171,0.7499180357476081
0.75,172,0.7501733395015385
0.75,173,0.7501882246338022
0.75,174,0.7498025240106452
0.75,175,0.7499773535889611
0.75,176,0.7500974363789126
0.75,177,0.7500047406727024
0.75,178,0.7499283079200478
0.75,179,0.750126509154897
0.75,180,0.7499448166145383
0.75,181,0.7498556194977057
0.75,182,0.7496103104681419
0.75,183,0.7497210875308017
0.75,184,0.749960368247422
0.75,185,0.7501601863768269
0.75,186,0.7499594295385352
0.75,187,0.7499357053525713
0.75,188,0.7498087501821405
0.75,189,0.7500095295761722
0.75,190,0.7499822353127356
0.75,191,0.7497914134215928
0.75,192,0.7498930476636921
0.75,193,0.7499970398902465
0.75,194,0.7500738967004452
0.75,195,0.7499061471804157
0.75,196,0.7499033412488972
0.75,197,0.7497154684580095
0.75,198,0.7496879616060841
0.75,199,0.7496141125208028
1.0,0,0.08789994000000004
1.0,1,0.181997664
1.0,2,0.27475721670000003
1.0,3,0.35788941654000006
1.0,4,0.42942634851
1.0,5,0.4897834544904
1.0,6,0.54116170407855
1.0,7,0.582988574043816
1.0,8,0.6175765458017783
1.0,9,0.6454811865392106
1.0,10,0.6680983269854582
1.0,11,0.6860382758740834
1.0,12,0.7005624915712371
1.0,13,0.7118896785418509
1.0,14,0.7208812183822727
1.0,15,0.7276093776461827
1.0,16,0.7324369477277922
1.0,17,0.7365606682861707
1.0,18,0.7394089714377794
1.0,19,0.7418765516173537
1.0,20,0.7435599353793662
1.0,21,0.7450821082056993
1.0,22,0.7462507945995009
1.0,23,0.7469723074591179
1.0,24,0.747606561979229
1.0,25,0.7482213814866115
1.0,26,0.7486709105953396
1.0,27,0.749180735742968
1.0,28,0.7496531775229381
1.0,29,0.7498616993852266
1.0,30,0.7502646095186243
1.0,31,0.7503170265810281
1.0,32,0.7502778955005348
1.0,33,0.7496832669832841
1.0,34,0.7496346057654236
1.0,35,0.7495680376011815
1.0,36,0.7496780438758636
1.0,37,0.7499320414412389
1.0,38,0.7501692521965067
1.0,39,0.75025785619713
1.0,40,0.7496074175205292
1.0,41,0.7501241912384878
1.0,42,0.7500000596153434
1.0,43,0.7499641364170849
1.0,44,0.7500936397199213
1.0,45,0.7502560560529139
1.0,46,0.7498752426452203
1.0,47,0.7497191954308932
1.0,48,0.7499212459735622
1.0,49,0.7501206559386936
1.0,50,0.7498274489685675
1.0,51,0.7500988538733528
1.0,52,0.7500917756927984
1.0,53,0.7503129034597783
1.0,54,0.7498873265910837
1.0,55,0.7497279421056702
1.0,56,0.7501541112255046
1.0,57,0.750076193175924
1.0,58,0.7497636219722994
1.0,59,0.7499404859209419
1.0,60,0.7497910120979069
1.0,61,0.7500131525146368
1.0,62,0.7499121322117377
1.0,63,0.7502180234096018
1.0,64,0.7500974544373363
1.0,65,0.7502992035570908
1.0,66,0.7500762434781081
1.0,67,0.7501249543996761
1.0,68,0.7498520739403994
1.0,69,0.7498330817794078
1.0,70,0.7500871795457792
1.0,71,0.7499655854973104
1.0,72,0.7501765623838694
1.0,73,0.7498355669115142
1.0,74,0.7500908761299476
1.0,75,0.7500894323555981
1.0,76,0.7503809694705309
1.0,77,0.7502167844362118
1.0,78,0.749988974108311
1.0,79,0.7500278422966361
1.0,80,0.7500606704762169
1.0,81,0.7501478577366163
1.0,82,0.7503775291511301
1.0,83,0.7499949973158293
1.0,84,0.7502923928896479
1.0,85,0.7502797908482673
1.0,86,0.7506578800540228
1.0,87,0.7508497879985795
1.0,88,0.7507247324599171
1.0,89,0.7505352599734965
1.0,90,0.750539733915869
1.0,91,0.7505976979406307
1.0,92,0.750315731148442
1.0,93,0.7503327649038349
1.0,94,0.7500996319189703
1.0,95,0.7501126645162696
1.0,96,0.7500863656098709
1.0,97,0.7503239660736354
1.0,98,0.7498130155345465
1.0,99,0.7495189927775512
1.0,100,0.7497067289440245
1.0,101,0.7496802310476252
1.0,102,0.7498336367793229
1.0,103,0.7502126605549235
1.0,104,0.7503824469533117
1.0,105,0.7500746892318508
1.0,106,0.7498627589737717
1.0,107,0.749971209789229
1.0,108,0.7498909226610805
1.0,109,0.7502253602513329
1.0,110,0.7503627104835104
1.0,111,0.7504573747089595
1.0,112,0.7504661884075159
1.0,113,0.7505988946116058
1.0,114,0.7504282260625919
1.0,115,0.7505995780389116
1.0,116,0.7505266788639109
1.0,117,0.7499243319279241
1.0,118,0.7496310458022124
1.0,119,0.7498858662844872
1.0,120,0.7497123131060313
1.0,121,0.7496369181160414
1.0,122,0.7496358438842861
1.0,123,0.7494509310145359
1.0,124,0.749559906458657
1.0,125,0.749396311867173
1.0,126,0.74978088007218
1.0,127,0.749881604943523
1.0,128,0.7499171717834038
1.0,129,0.7501571463227341
1.0,130,0.750347983631792
1.0,131,0.7499638032789492
1.0,132,0.7502641488036295
1.0,133,0.7502188916305029
1.0,134,0.7499423061590318
1.0,135,0.7495201521935619
1.0,136,0.7494860123473133
1.0,137,0.7498913279308396
1.0,138,0.749940794134249
1.0,139,0.7498381974138598
1.0,140,0.7497688199691014
