theta,gamma,delta_v
0.15000000000000002,0.55,-0.3064071348905234
0.15000000000000002,0.6000000000000001,-0.31566353225800625
0.15000000000000002,0.65,-0.3257080796875692
0.15000000000000002,0.7000000000000001,-0.3313022501918789
0.15000000000000002,0.75,-0.3376753479378323
0.15000000000000002,0.8,-0.345498394994491
0.15000000000000002,0.8500000000000001,-0.34878263073261145
0.15000000000000002,0.9,-0.35519681261088787
0.15000000000000002,0.9500000000000001,-0.3575545276524096
0.15000000000000002,1.0,-0.3598455720945145
0.2,0.0,0.17464017124734516
0.2,0.05,0.1577823409630264
0.2,0.1,0.11993667273595154
0.2,0.15000000000000002,0.08222971256043629
0.2,0.2,0.0433955852503895
0.2,0.25,0.006859453618770495
0.2,0.30000000000000004,-0.02589893984600521
0.2,0.35000000000000003,-0.051499734425882425
0.2,0.4,-0.0772912531435342
0.2,0.45,-0.10418043166188547
0.2,0.5,-0.12123120161189609
0.2,0.55,-0.1345940768621669
0.2,0.6000000000000001,-0.15030455532464262
0.2,0.65,-0.16661011993532027
0.2,0.7000000000000001,-0.17454827299233192
0.2,0.75,-0.18513397119386094
0.2,0.8,-0.19851224603892564
0.2,0.8500000000000001,-0.20596802092942598
0.2,0.9,-0.21570971206388814
0.2,0.9500000000000001,-0.21943623355367753
0.2,1.0,-0.22123901637764617
0.25,0.0,0.2338525900714389
0.25,0.05,0.24024996225335235
0.25,0.1,0.23405783841446598
0.25,0.15000000000000002,0.22088265706450164
0.25,0.2,0.20066969919918348
0.25,0.25,0.18201995770749746
0.25,0.30000000000000004,0.15989194780795574
0.25,0.35000000000000003,0.14061887875349272
0.25,0.4,0.1215564047624756
0.25,0.45,0.09897432343869852
0.25,0.5,0.08238060949557266
0.25,0.55,0.06602616403218835
0.25,0.6000000000000001,0.05333941820343373
0.25,0.65,0.03614524753323182
0.25,0.7000000000000001,0.02656079619629361
0.25,0.75,0.016478933040839378
0.25,0.8,-0.002829089686549485
0.25,0.8500000000000001,-0.011617455162946464
0.25,0.9,-0.025548804608619663
0.25,0.9500000000000001,-0.029490651546015146
0.25,1.0,-0.03058748244066334
0.30000000000000004,0.0,0.2486192797839033
0.30000000000000004,0.05,0.2675684985513344
0.30000000000000004,0.1,0.28233306214013715
0.30000000000000004,0.15000000000000002,0.29273379182803955
0.30000000000000004,0.2,0.3008822724215421
0.30000000000000004,0.25,0.3001782893978378
0.30000000000000004,0.30000000000000004,0.2953736476854387
0.30000000000000004,0.35000000000000003,0.28889997087700986
0.30000000000000004,0.4,0.28136487631971274
0.30000000000000004,0.45,0.2733124999860924
0.30000000000000004,0.5,0.26586195546845187
0.30000000000000004,0.55,0.2548715789083366
0.30000000000000004,0.6000000000000001,0.24218493755995554
0.30000000000000004,0.65,0.23202889494677667
0.30000000000000004,0.7000000000000001,0.22390414668064157
0.30000000000000004,0.75,0.21315578313240352
0.30000000000000004,0.8,0.1946418622552895
0.30000000000000004,0.8500000000000001,0.18811451268833637
0.30000000000000004,0.9,0.1740378473568069
0.30000000000000004,0.9500000000000001,0.17009244888106478
0.30000000000000004,1.0,0.17062474537250055
0.35000000000000003,0.0,0.24982846165964429
0.35000000000000003,0.05,0.27550290501773456
0.35000000000000003,0.1,0.2986381288823038
0.35000000000000003,0.15000000000000002,0.3186367689904493
0.35000000000000003,0.2,0.33627806175720365
0.35000000000000003,0.25,0.3501675469755047
0.35000000000000003,0.30000000000000004,0.3609544919220008
0.35000000000000003,0.35000000000000003,0.36972236352064275
0.35000000000000003,0.4,0.37583933931132857
0.35000000000000003,0.45,0.37732719706787327
0.35000000000000003,0.5,0.3795782978923101
0.35000000000000003,0.55,0.38034611892950726
0.35000000000000003,0.6000000000000001,0.37935756238178864
0.35000000000000003,0.65,0.3717504719006856
0.35000000000000003,0.7000000000000001,0.3714885136511531
0.35000000000000003,0.75,0.3693304991206706
0.35000000000000003,0.8,0.36346415948108224
0.35000000000000003,0.8500000000000001,0.3607381562250761
0.35000000000000003,0.9,0.35587271253083613
0.35000000000000003,0.9500000000000001,0.35313171946779776
0.35000000000000003,1.0,0.35179280871233937
0.4,0.0,0.24999904615078203
0.4,0.05,0.2814710443135259
0.4,0.1,0.3093045772310592
0.4,0.15000000000000002,0.3340838188986871
0.4,0.2,0.3559431122387443
0.4,0.25,0.3755776331159605
0.4,0.30000000000000004,0.3923460228596351
0.4,0.35000000000000003,0.4074731659476603
0.4,0.4,0.42051251776193527
0.4,0.45,0.43188886069307264
0.4,0.5,0.4420681748663882
0.4,0.55,0.45092521326055496
0.4,0.6000000000000001,0.45820448089415067
0.4,0.65,0.46401721753192005
0.4,0.7000000000000001,0.46803566452125017
0.4,0.75,0.47221892685533584
0.4,0.8,0.47348012814029206
0.4,0.8500000000000001,0.47675688199726735
0.4,0.9,0.47880380120904364
0.4,0.9500000000000001,0.48207434020482853
0.4,1.0,0.4865867469652548
0.45,0.0,0.2500006449613328
0.45,0.05,0.287977232425954
0.45,0.1,0.3207169081799049
0.45,0.15000000000000002,0.34922952538159346
0.45,0.2,0.37428099611313664
0.45,0.25,0.39646216629339504
0.45,0.30000000000000004,0.4162276683065832
0.45,0.35000000000000003,0.4339147924347474
0.45,0.4,0.4498883829979919
0.45,0.45,0.4641725553820753
0.45,0.5,0.47726571814401686
0.45,0.55,0.4888874047477281
0.45,0.6000000000000001,0.49898289959032815
0.45,0.65,0.5082060516951289
0.45,0.7000000000000001,0.5166764975074211
0.45,0.75,0.5242103989371436
0.45,0.8,0.5283594067554874
0.45,0.8500000000000001,0.5334437319039252
0.45,0.9,0.5383670208544823
0.45,0.9500000000000001,0.5438221271500214
0.45,1.0,0.5492838197267544
0.5,0.0,0.25000860773981126
0.5,0.05,0.2954318084496046
0.5,0.1,0.3334371093746927
0.5,0.15000000000000002,0.3656973423181261
0.5,0.2,0.39341878597106195
0.5,0.25,0.4174925104067224
0.5,0.30000000000000004,0.43859053026167893
0.5,0.35000000000000003,0.4572303887161914
0.5,0.4,0.47381435399721755
0.5,0.45,0.4886645858535682
0.5,0.5,0.5020370391880512
0.5,0.55,0.514140179667416
0.5,0.6000000000000001,0.5251300461806728
0.5,0.65,0.5347235584214711
0.5,0.7000000000000001,0.5439264665004966
0.5,0.75,0.5523899341678982
0.5,0.8,0.5598424799167441
0.5,0.8500000000000001,0.5670580296360986
0.5,0.9,0.5737629037837857
0.5,0.9500000000000001,0.5797171816546807
0.5,1.0,0.5851073426538099
0.55,0.0,0.2500744961800268
0.55,0.05,0.3048319252599117
0.55,0.1,0.3488312543493444
0.55,0.15000000000000002,0.3849520020941259
0.55,0.2,0.4151349921004674
0.55,0.25,0.4407333605725957
0.55,0.30000000000000004,0.4627189450332553
0.55,0.35000000000000003,0.481807076967645
0.55,0.4,0.49853636374198684
0.55,0.45,0.5133195785942958
0.55,0.5,0.526478589924999
0.55,0.55,0.5382679739902211
0.55,0.6000000000000001,0.5488908715731288
0.55,0.65,0.5585143934628403
0.55,0.7000000000000001,0.5672729228225203
0.55,0.75,0.5752784314789897
0.55,0.8,0.5826242506041897
0.55,0.8500000000000001,0.5893888477485321
0.55,0.9,0.5956385891927237
0.55,0.9500000000000001,0.6009150272387318
0.55,1.0,0.6062914010365853
0.6000000000000001,0.0,0.25048153841489107
0.6000000000000001,0.05,0.3154063727084748
0.6000000000000001,0.1,0.3655267551014729
0.6000000000000001,0.15000000000000002,0.4053241486828766
0.6000000000000001,0.2,0.4376660114469114
0.6000000000000001,0.25,0.46445860115726234
0.6000000000000001,0.30000000000000004,0.48701407385273043
0.6000000000000001,0.35000000000000003,0.5062633707945998
0.6000000000000001,0.4,0.5228842933744119
0.6000000000000001,0.45,0.5373818227056997
0.6000000000000001,0.5,0.55013967827547
0.6000000000000001,0.55,0.5614545428424133
0.6000000000000001,0.6000000000000001,0.5715593173477173
0.6000000000000001,0.65,0.5806393491492832
0.6000000000000001,0.7000000000000001,0.5888439382311449
0.6000000000000001,0.75,0.5962946839206927
0.6000000000000001,0.8,0.6030915916359745
0.6000000000000001,0.8500000000000001,0.6093176641300199
0.6000000000000001,0.9,0.6150423641361071
0.6000000000000001,0.9500000000000001,0.6203242529606173
0.6000000000000001,1.0,0.6252130530534558
0.65,0.0,0.2528450012999042
0.65,0.05,0.33052145394488947
0.65,0.1,0.3877656030160806
0.65,0.15000000000000002,0.4314895257293214
0.65,0.2,0.4658962320941188
0.65,0.25,0.4936451809693385
0.65,0.30000000000000004,0.5164850756714467
0.65,0.35000000000000003,0.5356070822930239
0.65,0.4,0.5518479784059028
0.65,0.45,0.5658121180254987
0.65,0.5,0.5779465830104539
0.65,0.55,0.5885890192369417
0.65,0.6000000000000001,0.5979990750835299
0.65,0.65,0.6063796143213741
0.65,0.7000000000000001,0.6138913713322469
0.65,0.75,0.6206633008682185
0.65,0.8,0.6268000303517612
0.65,0.8500000000000001,0.6323873114533736
0.65,0.9,0.637496076463336
0.65,0.9500000000000001,0.642185494571754
0.65,1.0,0.6465053050481007
0.7000000000000001,0.0,0.2608383920063563
0.7000000000000001,0.05,0.34808561444625175
0.7000000000000001,0.1,0.4103544515943126
0.7000000000000001,0.15000000000000002,0.4565006656451459
0.7000000000000001,0.2,0.4918423382492472
0.7000000000000001,0.25,0.519680573637778
0.7000000000000001,0.30000000000000004,0.5421360012761259
0.7000000000000001,0.35000000000000003,0.5606164583492447
0.7000000000000001,0.4,0.5760857755828959
0.7000000000000001,0.45,0.5892229233163616
0.7000000000000001,0.5,0.6005186788067672
0.7000000000000001,0.55,0.6103359119407069
0.7000000000000001,0.6000000000000001,0.6189483745410851
0.7000000000000001,0.65,0.6265663023067874
0.7000000000000001,0.7000000000000001,0.633353712619418
0.7000000000000001,0.75,0.6394403825615769
0.7000000000000001,0.8,0.6449303018172572
0.7000000000000001,0.8500000000000001,0.6499077495991743
0.7000000000000001,0.9,0.6544417393943973
0.7000000000000001,0.9500000000000001,0.6585893185032166
0.7000000000000001,1.0,0.6623980516001275
0.75,0.0,0.2858822085010102
0.75,0.05,0.3783199085051995
0.75,0.1,0.4429229298304692
0.75,0.15000000000000002,0.48967858130853753
0.75,0.2,0.5246369010709022
0.75,0.25,0.5515529075859045
0.75,0.30000000000000004,0.5728199989942191
0.75,0.35000000000000003,0.5900059355322614
0.75,0.4,0.6041654122089178
0.75,0.45,0.6160271080874945
0.75,0.5,0.6261072232570639
0.75,0.55,0.6347801331468655
0.75,0.6000000000000001,0.6423231363938801
0.75,0.65,0.6489456565190471
0.75,0.7000000000000001,0.6548085665969575
0.75,0.75,0.6600373685779075
0.75,0.8,0.664731357005077
0.75,0.8500000000000001,0.6689700629352912
0.75,0.9,0.672817905420769
0.75,0.9500000000000001,0.6763275967421218
0.75,1.0,0.6795426723893122
0.8,0.0,0.3393632472785266
0.8,0.05,0.42434628219322235
0.8,0.1,0.4840498303971949
0.8,0.15000000000000002,0.5271576596569949
0.8,0.2,0.559152577888748
0.8,0.25,0.5835303115470485
0.8,0.30000000000000004,0.6025674066843533
0.8,0.35000000000000003,0.6177713005339364
0.8,0.4,0.6301600239288401
0.8,0.45,0.6404342194813073
0.8,0.5,0.6490871006450218
0.8,0.55,0.6564727128653052
0.8,0.6000000000000001,0.6628504088818381
0.8,0.65,0.6684139003029997
0.8,0.7000000000000001,0.6733103154842016
0.8,0.75,0.6776533426243525
0.8,0.8,0.6815321392733922
0.8,0.8500000000000001,0.6850175734245557
0.8,0.9,0.6881666899533909
0.8,0.9500000000000001,0.6910258975908296
0.8,1.0,0.6936333568419788
0.8500000000000001,0.0,0.43807744761374706
0.8500000000000001,0.05,0.4994252408496626
0.8500000000000001,0.1,0.5443349195146577
0.8500000000000001,0.15000000000000002,0.5777666210126815
0.8500000000000001,0.2,0.6031073105403968
0.8500000000000001,0.25,0.6226583515988612
0.8500000000000001,0.30000000000000004,0.6380138144105476
0.8500000000000001,0.35000000000000003,0.6502848653318067
0.8500000000000001,0.4,0.6602542388765917
0.8500000000000001,0.45,0.668479627811951
0.8500000000000001,0.5,0.6753632445874925
0.8500000000000001,0.55,0.6811988993769725
0.8500000000000001,0.6000000000000001,0.6862040729549735
0.8500000000000001,0.65,0.6905418945445045
0.8500000000000001,0.7000000000000001,0.6943365166074662
0.8500000000000001,0.75,0.6976834959289726
0.8500000000000001,0.8,0.700657468960901
0.8500000000000001,0.8500000000000001,0.7033174240959305
0.8500000000000001,0.9,0.7057105332165671
0.8500000000000001,0.9500000000000001,0.7078749370807402
0.8500000000000001,1.0,0.709841792854955
0.9,0.0,0.564992709180211
0.9,0.05,0.594608624344751
0.9,0.1,0.6179353548536426
0.9,0.15000000000000002,0.6364469422315535
0.9,0.2,0.6512559141320804
0.9,0.25,0.6632040184663343
0.9,0.30000000000000004,0.6729299154950773
0.9,0.35000000000000003,0.6809197097421203
0.9,0.4,0.6875447008769149
0.9,0.45,0.6930896129841726
0.9,0.5,0.6977737278056659
0.9,0.55,0.7017667269262697
0.9,0.6000000000000001,0.7052005861454578
0.9,0.65,0.7081785218502518
0.9,0.7000000000000001,0.7107817338178422
0.9,0.75,0.7130744989688729
0.9,0.8,0.7151080293695345
0.9,0.8500000000000001,0.716923402744426
0.9,0.9,0.7185537956188092
0.9,0.9500000000000001,0.7200261910503498
0.9,1.0,0.7213626896038617
0.9500000000000001,0.0,0.6900724911999998
0.9500000000000001,0.05,0.696254207874391
0.9500000000000001,0.1,0.7016168633576871
0.9500000000000001,0.15000000000000002,0.706278954401043
0.9500000000000001,0.2,0.7103409078821843
0.9500000000000001,0.25,0.7138879718656729
0.9500000000000001,0.30000000000000004,0.716992620391662
0.9500000000000001,0.35000000000000003,0.7197165578398556
0.9500000000000001,0.4,0.7221123929756909
0.9500000000000001,0.45,0.7242250399866297
0.9500000000000001,0.5,0.7260928934109575
0.9500000000000001,0.55,0.7277488154015918
0.9500000000000001,0.6000000000000001,0.7292209668869697
0.9500000000000001,0.65,0.7305335085916044
0.9500000000000001,0.7000000000000001,0.7317071933175281
0.9500000000000001,0.75,0.7327598671674448
0.9500000000000001,0.8,0.7337068943511981
0.9500000000000001,0.8500000000000001,0.734561517729886
0.9500000000000001,0.9,0.7353351652121272
0.9500000000000001,0.9500000000000001,0.7360377104403026
0.9500000000000001,1.0,0.7366776948230018
1.0,0.0,0.7489999999999999
1.0,0.05,0.7489999999999999
1.0,0.1,0.7489999999999999
1.0,0.15000000000000002,0.7489999999999999
1.0,0.2,0.7489999999999999
1.0,0.25,0.7489999999999999
1.0,0.30000000000000004,0.7489999999999999
1.0,0.35000000000000003,0.7489999999999999
1.0,0.4,0.7489999999999999
1.0,0.45,0.7489999999999999
1.0,0.5,0.7489999999999999
1.0,0.55,0.7489999999999999
1.0,0.6000000000000001,0.7489999999999999
1.0,0.65,0.7489999999999999
1.0,0.7000000000000001,0.7489999999999999
1.0,0.75,0.7489999999999999
1.0,0.8,0.7489999999999999
1.0,0.8500000000000001,0.7489999999999999
1.0,0.9,0.7489999999999999
1.0,0.9500000000000001,0.7489999999999999
1.0,1.0,0.7489999999999999
