theta,epsilon,delta_v,Value_High,Value_Low
2.0,0.6,0.2545067900146071,0.6241543216395382,0.369647531624931
2.0,0.6,0.23277228392774263,0.6113952378334377,0.37862295390569506
2.0,0.7,0.18532626552127426,0.5836758998657672,0.39834963434449283
2.0,0.7,0.19942123346427196,0.5875975080944724,0.3881762746302003
2.0,0.7,0.14997450690236053,0.5626861011371033,0.4127115942347427
2.0,0.7,0.19502710475137733,0.5905597165230685,0.3955326117716912
2.0,0.7,0.19694218907984026,0.595517254017353,0.3985750649375127
2.0,0.7,0.153311752847265,0.5594643499280638,0.4061525970807988
2.0,0.7,0.19483204113923758,0.5899513952355998,0.39511935409636206
2.0,0.7,0.20231026660079163,0.5944878717388167,0.3921776051380252
2.0,0.7,0.15789970657238692,0.5533842016037693,0.3954844950313824
2.0,0.7,0.1851061197332152,0.5757487966554534,0.3906426769222381
2.0,0.8,0.16125796587253532,0.5600639674605435,0.39880600158800816
2.0,0.8,0.1281839065509929,0.5319244533145093,0.40374054676351634
2.0,0.8,0.12688355824682995,0.5362497480149303,0.4093661897681003
2.0,0.8,0.16978144690888883,0.566588789469984,0.3968073425610952
2.0,0.8,0.1273229070969094,0.5293616779114337,0.4020387708145243
2.0,0.8,0.13994594589338696,0.5418355550606423,0.40188960916725536
2.0,0.8,0.1282612400134687,0.5354566863219078,0.4071954463084392
2.0,0.8,0.17096660520156035,0.5776314539789713,0.406664848777411
2.0,0.8,0.12092640176404068,0.5271678668989059,0.4062414651348652
2.0,0.8,0.1466434542153255,0.5501862983284571,0.40354284411313157
2.0,0.9,0.11657859667976393,0.5135489609921338,0.39697036431236976
2.0,0.9,0.10011286709515275,0.5045380616050485,0.4044251945098957
2.0,0.9,0.11224169160365287,0.5188295968809692,0.40658790527731625
2.0,0.9,0.10054132067708224,0.5156672109608659,0.41512589028378366
2.0,0.9,0.13213768945198792,0.5314717611835481,0.39933407173156027
2.0,0.9,0.10514663961926203,0.5113906755622039,0.4062440359429418
2.0,0.9,0.12053813651107896,0.5203604199994897,0.3998222834884108
2.0,0.9,0.12876053479257,0.535593931304517,0.40683339651194705
2.0,0.9,0.10143663222439685,0.5100229817053384,0.4085863494809416
2.0,0.9,0.10611481452024635,0.5135040223756885,0.4073892078554421
2.0,1.0,0.09593848337952038,0.5019432533691015,0.406004769989581
2.0,1.0,0.07667149442753728,0.48369095910601373,0.40701946467847655
2.0,1.0,0.07889126187351182,0.48989047815838715,0.41099921628487535
2.0,1.0,0.08570648766587446,0.4939719235039249,0.4082654358380504
2.0,1.0,0.08450383827025462,0.49274755756713084,0.4082437192968762
2.0,1.0,0.07866873473906331,0.4852269169042387,0.40655818216517536
2.0,1.0,0.09248641149420339,0.5056214215992659,0.41313501010506243
2.0,1.0,0.08049529072613497,0.4909960794508747,0.4105007887247398
2.0,1.0,0.10440436139339786,0.5073443502462354,0.40293998885283755
2.0,1.0,0.06875768162340251,0.48549493599967797,0.4167372543762754
4.0,0.0,0.9429310811800253,0.9999999999999999,0.057068918819974626
4.0,0.0,0.953665155900661,0.9999999999999999,0.046334844099338905
4.0,0.0,0.9402663602797878,0.9999999999999999,0.05973363972021221
4.0,0.0,0.9448176984255587,0.9999999999999999,0.055182301574441144
4.0,0.0,0.941627769731231,0.9999999999999999,0.0583722302687688
4.0,0.0,0.9453183635453786,0.9999999999999999,0.054681636454621346
4.0,0.0,0.9346285176268269,0.9999999999999999,0.06537148237317296
4.0,0.0,0.9485455297160169,0.9999999999999999,0.051454470283982985
4.0,0.0,0.9440628721286025,0.9999999999999999,0.0559371278713975
4.0,0.0,0.9459527100980152,0.9999999999999999,0.0540472899019846
4.0,0.1,0.796051399243967,0.9599382910799718,0.1638868918360049
4.0,0.1,0.8249083544130947,0.9718065441264174,0.1468981897133225
4.0,0.1,0.8231939970323241,0.9696702133384701,0.14647621630614607
4.0,0.1,0.7845720635074288,0.9589608336004773,0.1743887700930485
4.0,0.1,0.8129601405339121,0.9662291568599106,0.1532690163259985
4.0,0.1,0.80549152846544,0.9613828086323893,0.15589128016694953
4.0,0.1,0.806519496685064,0.9590746380840391,0.1525551413989756
4.0,0.1,0.7967554167479642,0.957422217139994,0.16066680039202985
4.0,0.1,0.8235487351209274,0.9684968820663548,0.1449481469454273
4.0,0.1,0.7957211556520705,0.9630344368308912,0.16731328117882072
4.0,0.2,0.7225985676769919,0.9414430962271529,0.21884452855016095
4.0,0.2,0.6818060078527977,0.9230923067896469,0.24128629893684927
4.0,0.2,0.6720914946590776,0.9221092122103355,0.25001771755125773
4.0,0.2,0.6866195772651177,0.9247509087481639,0.23813133148304594
4.0,0.2,0.6812766753378234,0.9259887501191915,0.24471207478136806
4.0,0.2,0.6883811509210817,0.9139612554913817,0.2255801045703006
4.0,0.2,0.6549167850795318,0.9104465906447332,0.25552980556520144
4.0,0.2,0.6674853223357574,0.8945662018163334,0.2270808794805757
4.0,0.2,0.6489657295251456,0.9033512319110375,0.2543855023858917
4.0,0.2,0.6697529981095265,0.9212198301012507,0.25146683199172465
4.0,0.3,0.5593567256520151,0.8654945979874988,0.30613787233548345
4.0,0.3,0.5741119606646998,0.8744397712625316,0.3003278105978316
4.0,0.3,0.5727128336090781,0.8735657421228546,0.3008529085137767
4.0,0.3,0.6004524141235364,0.8899670357662761,0.2895146216427396
4.0,0.3,0.5511644736313464,0.8487925627136993,0.2976280890823528
4.0,0.3,0.5933369958059455,0.8725006787483047,0.27916368294235927
4.0,0.3,0.5965901056940195,0.8916830774087973,0.29509297171477783
4.0,0.3,0.6121868629134436,0.8967627396896344,0.284575876776191
4.0,0.3,0.5930138891809845,0.883667854680185,0.2906539654992005
4.0,0.3,0.6020276228541277,0.879141392741764,0.277113769887636
4.0,0.4,0.5309067413387819,0.8538411348884171,0.32293439354963516
4.0,0.4,0.4969851324481905,0.8292003236190442,0.33221519117085385
4.0,0.4,0.47130091064718455,0.8162550266051667,0.3449541159579821
4.0,0.4,0.4313701839164441,0.7782138959012133,0.3468437119847693
4.0,0.4,0.47956911124483753,0.8223956984673849,0.3428265872225475
4.0,0.4,0.48545515110162446,0.8235677513902238,0.33811260028859896
4.0,0.4,0.4508247377970267,0.8039969124428381,0.35317217464581147
4.0,0.4,0.5009230567450533,0.8316400176949408,0.3307169609498876
4.0,0.4,0.4542654101217431,0.8102970039487183,0.3560315938269751
4.0,0.4,0.500177772957167,0.8332482101223622,0.33307043716519513
4.0,0.5,0.3996803722156056,0.7699598249428312,0.37027945272722557
4.0,0.5,0.379577862704884,0.7570202457998153,0.37744238309493106
4.0,0.5,0.3297004664235509,0.7265067546690374,0.3968062882454866
4.0,0.5,0.39892099492002686,0.7835282924486531,0.3846072975286262
4.0,0.5,0.40340241702970303,0.777142340368551,0.3737399233388482
4.0,0.5,0.39367771133061397,0.7664288002234254,0.3727510888928113
4.0,0.5,0.402613245438504,0.7661710037163906,0.3635577582778864
4.0,0.5,0.38816191104474806,0.768507715533081,0.3803458044883331
4.0,0.5,0.4157443392510989,0.7837721260052498,0.3680277867541511
4.0,0.5,0.3408806845976284,0.7274806481890083,0.38659996359138
4.0,0.6,0.3132530128806667,0.7123304257104287,0.39907741282976206
4.0,0.6,0.2515024723542782,0.6502371820539484,0.39873470969967006
4.0,0.6,0.2829514665775095,0.6908251790275854,0.40787371245007603
4.0,0.6,0.27269273900954843,0.6859551110340668,0.41326237202451843
4.0,0.6,0.2574354162137731,0.6696169067008103,0.41218149048703717
4.0,0.6,0.24543818986298682,0.6675389469568114,0.4221007570938247
4.0,0.6,0.2671394070196503,0.6670455421534238,0.3999061351337736
4.0,0.6,0.27821844293908726,0.6891119886145759,0.41089354567548836
4.0,0.6,0.3142989592147451,0.7156394505889702,0.40134049137422506
4.0,0.6,0.26006606420866285,0.6705198467789958,0.41045378257033316
4.0,0.7,0.2175390621775486,0.6488824003061022,0.4313433381285537
4.0,0.7,0.19014872118941764,0.6175301951712102,0.4273814739817925
4.0,0.7,0.21575767348371336,0.6319657456225787,0.41620807213886546
4.0,0.7,0.19466564501382178,0.6141220365657114,0.41945639155188963
4.0,0.7,0.21555602006486677,0.6375441499291791,0.4219881298643122
4.0,0.7,0.20512971057937082,0.6281746177793599,0.4230449071999891
4.0,0.7,0.18752294068683348,0.6179084073156244,0.4303854666287909
4.0,0.7,0.2299098244981877,0.6546918323653818,0.424782007867194
4.0,0.7,0.1945298485505856,0.6090706583121049,0.4145408097615193
4.0,0.7,0.19455184511473786,0.6266433930821519,0.4320915479674141
4.0,0.8,0.1148970415972893,0.5529051374204891,0.4380080958231997
4.0,0.8,0.1625752758436084,0.5910706378645633,0.4284953620209548
4.0,0.8,0.13554082529748204,0.5701536304311128,0.43461280513363065
4.0,0.8,0.09048487378326066,0.5275180963170089,0.4370332225337481
4.0,0.8,0.1661446290189179,0.5936936202271593,0.42754899120824147
4.0,0.8,0.12976428085903755,0.5592433575255673,0.4294790766665298
4.0,0.8,0.14889215345000412,0.5747077800566308,0.4258156266066267
4.0,0.8,0.09545131447597877,0.5422214800980792,0.4467701656221006
4.0,0.8,0.13407802051398846,0.5685938870058083,0.4345158664918198
4.0,0.8,0.1181527020407281,0.5521134813611405,0.4339607793204123
4.0,0.9,0.07980264613668857,0.5111065265471634,0.43130388041047474
4.0,0.9,0.11317520082828368,0.5465308072409456,0.4333556064126622
4.0,0.9,0.07352347642863345,0.5092346873662287,0.43571121093759513
4.0,0.9,0.09650681701097659,0.5242881933377899,0.42778137632681335
4.0,0.9,0.10897775950079082,0.5457306707542066,0.4367529112534159
4.0,0.9,0.09510214592724328,0.520416835821662,0.42531468989441884
4.0,0.9,0.09185701780578912,0.5232822087458083,0.43142519094001924
4.0,0.9,0.08728649115479936,0.5315590405784698,0.44427254942367034
4.0,0.9,0.06905377970659188,0.5174892443834805,0.4484354646768886
4.0,0.9,0.10432779372160814,0.5446803236985897,0.4403525299769816
4.0,1.0,0.04039135103958167,0.4795332938331207,0.4391419427935391
4.0,1.0,0.0485619283204294,0.4812772791622728,0.4327153508418434
4.0,1.0,0.053904486153652315,0.4876592145730346,0.43375472841938234
4.0,1.0,0.08645109360743156,0.5138277647567914,0.42737667114935973
4.0,1.0,0.05893647359681062,0.48643674096244305,0.42750026736563235
4.0,1.0,0.06656874022633366,0.48931674046672236,0.42274800024038883
4.0,1.0,0.05979448577892274,0.49170096124293566,0.431906475464013
4.0,1.0,0.046917265629166954,0.4819301843083376,0.43501291867917075
4.0,1.0,0.041367091944614305,0.4823807656108308,0.4410136736662167
4.0,1.0,0.07389636850928037,0.49916795099055294,0.42527158248127256
