theta,epsilon,delta_v,Value_High,Value_Low
1.0,0.9,0.13154334105412555,0.5287553877598103,0.3972120467056849
1.0,0.9,0.11809820090979978,0.5270172197523966,0.408919018842597
1.0,0.9,0.15331196056711327,0.5521649738295151,0.3988530132624019
1.0,0.9,0.1463452233184101,0.5523817660469067,0.4060365427284966
1.0,0.9,0.13623840064964052,0.5317603287371976,0.39552192808755704
1.0,0.9,0.15829973002763467,0.5485984159690532,0.39029868594141837
1.0,0.9,0.1380692822136162,0.5307497840402745,0.3926805018266583
1.0,0.9,0.15213760267807236,0.5489401436267783,0.39680254094870593
1.0,0.9,0.1753464209798864,0.5606931393091262,0.38534671832923983
1.0,0.9,0.13644876023936123,0.5290826545628818,0.3926338943235206
1.0,1.0,0.10177174839803897,0.5197080690591395,0.4179363206611005
1.0,1.0,0.11251165134424328,0.5217901601685841,0.40927850882434086
1.0,1.0,0.08979022125769541,0.501885034001679,0.41209481274398363
1.0,1.0,0.09038355707594067,0.49963359284114917,0.40925003576520846
1.0,1.0,0.08467766667057701,0.49702769064581354,0.41235002397523657
1.0,1.0,0.11380991680752679,0.5253909250306806,0.41158100822315385
1.0,1.0,0.1533645571555593,0.5422498386687525,0.3888852815131934
1.0,1.0,0.12532074468096302,0.5249404115491824,0.39961966686821937
1.0,1.0,0.12317817750582476,0.5241355951206487,0.40095741761482395
1.0,1.0,0.13534249512327876,0.5385539147553149,0.403211419632036
2.0,0.0,0.8863954088943048,0.9999999999999994,0.11360459110569453
2.0,0.0,0.8852736100054757,0.9999999999999997,0.11472638999452396
2.0,0.0,0.8960174327964165,0.9999999999999997,0.10398256720358288
2.0,0.0,0.919536477345003,0.9999999999999997,0.08046352265499689
2.0,0.0,0.9066725235001752,0.9999999999999997,0.09332747649982437
2.0,0.0,0.9011048934331047,0.9999999999999997,0.09889510656689492
2.0,0.0,0.9047691761811449,0.9999999999999997,0.0952308238188546
2.0,0.0,0.9225913010646464,0.9999999999999997,0.0774086989353533
2.0,0.0,0.9087497464641195,0.9999999999999997,0.09125025353587997
2.0,0.0,0.8984161732656772,0.9999999999999996,0.10158382673432209
2.0,0.1,0.8075879944751193,0.9489995109660179,0.14141151649089867
2.0,0.1,0.7953650391636745,0.949852305875889,0.15448726671221466
2.0,0.1,0.7765077509909923,0.9381609903910517,0.16165323940005918
2.0,0.1,0.7744131991487058,0.9381579755279184,0.1637447763792126
2.0,0.1,0.8018321394384611,0.9556956693823702,0.15386352994390895
2.0,0.1,0.7677692324962402,0.9347866746932345,0.16701744219699433
2.0,0.1,0.7725118255728626,0.9332796069359479,0.1607677813630852
2.0,0.1,0.7622742063147689,0.9379262618317316,0.17565205551696267
2.0,0.1,0.7692069825828703,0.9419488750732887,0.17274189249041838
2.0,0.1,0.8144765341377271,0.9586502595565992,0.14417372541887205
2.0,0.2,0.6802836734647171,0.897940168848112,0.217656495383395
2.0,0.2,0.6590415764262602,0.8812148610861409,0.22217328465988065
2.0,0.2,0.6317508137850715,0.8625989932331176,0.2308481794480461
2.0,0.2,0.6932701151328975,0.9032110616046869,0.20994094647178907
2.0,0.2,0.6878159512030506,0.9029002643843542,0.21508431318130358
2.0,0.2,0.6728056195653526,0.8871644876084055,0.21435886804305293
2.0,0.2,0.641360511345558,0.868509372678183,0.22714886133262488
2.0,0.2,0.651106590694853,0.8797909011479286,0.22868431045307552
2.0,0.2,0.6470317825415698,0.8782550766947361,0.2312232941531663
2.0,0.2,0.6315736172155865,0.8641396765726677,0.23256605935708097
2.0,0.3,0.5684653445068288,0.8245750239843048,0.256109679477476
2.0,0.3,0.5004432572272034,0.7899321169903772,0.2894888597631741
2.0,0.3,0.5814078433608897,0.8427059674228662,0.2612981240619764
2.0,0.3,0.6002664473991607,0.8436992395431733,0.24343279214401264
2.0,0.3,0.5608060340449765,0.8324805651806874,0.27167453113571066
2.0,0.3,0.5511985258390667,0.8266485380214575,0.27545001218239107
2.0,0.3,0.5167463957145053,0.7978212516097558,0.2810748558952505
2.0,0.3,0.568312101512788,0.8262323969864002,0.2579202954736121
2.0,0.3,0.5600548736561776,0.8285432791707003,0.26848840551452247
2.0,0.3,0.5773439090267156,0.836910831042297,0.2595669220155813
2.0,0.4,0.44056561819442136,0.7519847999324305,0.3114191817380089
2.0,0.4,0.4271302873116283,0.7431684680880275,0.3160381807763991
2.0,0.4,0.4186143434460656,0.7411533631642007,0.3225390197181352
2.0,0.4,0.44510174519424434,0.7607069877243782,0.31560524253013394
2.0,0.4,0.4897477358773225,0.7899847100771678,0.300236974199845
2.0,0.4,0.4566087184440524,0.763447409389554,0.30683869094550165
2.0,0.4,0.4844943468035443,0.7809009275469891,0.296406580743445
2.0,0.4,0.47225143370152284,0.7901235330426226,0.3178720993410997
2.0,0.4,0.47087603290216407,0.7742155258031532,0.3033394929009892
2.0,0.4,0.43325462598906994,0.7496387272142759,0.31638410122520594
2.0,0.5,0.3288252955294634,0.6807597565093663,0.35193446097990283
