theta,epsilon,delta_v,Value_High,Value_Low,LH_Ratio
0.0,0.0,0.5,1.0,0.5,100.0
0.0,0.05,0.5,1.0,0.5,100.0
0.0,0.1,0.5,1.0,0.5,100.0
0.0,0.15000000000000002,0.5,1.0,0.5,100.0
0.0,0.2,0.5,1.0,0.5,100.0
0.0,0.25,0.5,1.0,0.5,100.0
0.0,0.30000000000000004,0.5,1.0,0.5,100.0
0.0,0.35000000000000003,0.5,1.0,0.5,100.0
0.0,0.4,0.5,1.0,0.5,100.0
0.0,0.45,0.5,1.0,0.5,100.0
0.0,0.5,0.5,1.0,0.5,100.0
0.0,0.55,0.5,1.0,0.5,100.0
0.0,0.6000000000000001,0.5,1.0,0.5,100.0
0.0,0.65,0.5,1.0,0.5,100.0
0.0,0.7000000000000001,0.5,1.0,0.5,100.0
0.0,0.75,0.5,1.0,0.5,100.0
0.0,0.8,0.5,1.0,0.5,100.0
0.0,0.8500000000000001,0.5,1.0,0.5,100.0
0.0,0.9,0.5,1.0,0.5,100.0
0.0,0.9500000000000001,0.5,1.0,0.5,100.0
0.0,1.0,0.5,1.0,0.5,100.0
0.05,0.0,0.5463377858526213,1.0,0.4536622141473786,10.590259818655715
0.05,0.05,0.4771494196570677,0.9334765227598615,0.4563271031027938,11.779218283651332
0.05,0.1,0.3945999818648046,0.8546771805665813,0.4600771987017766,13.902944485811744
0.05,0.15000000000000002,0.299961024933109,0.7654574196673232,0.4654963947342142,16.398278160307182
0.05,0.2,0.22506046822076486,0.694306106949311,0.46924563872854624,18.39827164639626
0.05,0.25,0.1715258613126202,0.6431809993853121,0.47165513807269194,19.977092157842158
0.05,0.30000000000000004,0.12432043269673956,0.599812694228164,0.4754922615314244,21.34674571262071
0.05,0.35000000000000003,0.09108121611100575,0.5671875751074611,0.47610635899645537,22.615662607817022
0.05,0.4,0.0657911876365547,0.5428522950408423,0.47706110740428764,23.923651764901766
0.05,0.45,0.049306817792138045,0.5278963393474381,0.47858952155529993,24.611748085248085
0.05,0.5,0.04440258141296868,0.5224569326730658,0.4780543512600971,25.100076867576867
0.05,0.55,0.04480257911863979,0.5220679957433713,0.4772654166247314,25.22084903984904
0.05,0.6000000000000001,0.0439243935083969,0.5204094373359437,0.47648504382754686,25.82462950937951
0.05,0.65,0.034059772312651296,0.5119825640789479,0.47792279176629676,26.682404956154954
0.05,0.7000000000000001,0.026560563379999146,0.5042579883499863,0.47769742496998713,26.914487734487732
0.05,0.75,0.029912987869930373,0.5070874394978696,0.47717445162793914,27.15722005772006
0.05,0.8,0.02397634203318657,0.5018939152602826,0.47791757322709605,27.465654761904762
0.05,0.8500000000000001,0.026999892157556115,0.5049495909477795,0.47794969879022337,27.42567857142857
0.05,0.9,0.03058607682036394,0.5081995296953161,0.4776134528749522,27.29352777777778
0.05,0.9500000000000001,0.026073302593522342,0.504287755909714,0.4782144533161917,27.556563492063493
0.05,1.0,0.022096796196681555,0.5010634055926412,0.4789666093959596,27.69734920634921
0.1,0.0,0.591679417744511,1.0,0.40832058225548884,4.526637792078501
0.1,0.05,0.5017074632917679,0.9186552253129262,0.4169477620211583,5.238112832485258
0.1,0.1,0.3782242073028243,0.8072406756134572,0.4290164683106329,6.596793926726363
0.1,0.15000000000000002,0.28045729677894554,0.717230124481653,0.4367728277027075,7.598448862472507
0.1,0.2,0.21747572999501813,0.6598563587860522,0.44238062879103407,8.446683496425997
0.1,0.25,0.1700840998248595,0.6152878869835956,0.44520378715873604,8.979966849473467
0.1,0.30000000000000004,0.14277503982406087,0.5916576029578783,0.4488825631338174,9.181820393446358
0.1,0.35000000000000003,0.11276712493304794,0.5629886091153378,0.4502214841822898,9.363830333388737
0.1,0.4,0.10028415804607844,0.5523260407122694,0.452041882666191,9.685986610568655
0.1,0.45,0.08909328151985374,0.5421337124364357,0.45304043091658197,9.896120470731539
0.1,0.5,0.07879810262243632,0.5320177716935031,0.4532196690710667,10.07632829653147
0.1,0.55,0.07244959883395286,0.5259227454251357,0.4534731465911829,10.2134451668043
0.1,0.6000000000000001,0.06974621549194074,0.5233034545363523,0.45355723904441164,10.36162284911511
0.1,0.65,0.062190806583393154,0.516310689308084,0.4541198827246909,10.499479038118745
0.1,0.7000000000000001,0.06275057005866394,0.5159542886784455,0.45320371861978154,10.687911247249483
0.1,0.75,0.04956935404607347,0.5049974545042588,0.45542810045818544,10.719341740775565
0.1,0.8,0.05043291504986973,0.5061473197119473,0.4557144046620776,10.777971513780338
0.1,0.8500000000000001,0.054814571084652375,0.5093773303880608,0.4545627593034084,10.83929507992008
0.1,0.9,0.057938837461133985,0.5127978761817865,0.45485903872065253,10.801884365634365
0.1,0.9500000000000001,0.04555095748865904,0.5034501689354578,0.45789921144679874,10.838778582528581
0.1,1.0,0.04771824820288937,0.5057767746428767,0.45805852643998735,10.853229340104338
0.15000000000000002,0.0,0.627715190923151,1.0,0.3722848090768489,2.7061209263237127
0.15000000000000002,0.05,0.5362105666359414,0.9196453730181909,0.3834348063822496,3.161310054902917
0.15000000000000002,0.1,0.42537053002007424,0.822683944397648,0.3973134143775737,3.8259600709711905
0.15000000000000002,0.15000000000000002,0.34815399764427846,0.755471560867018,0.4073175632227396,4.242492761611025
0.15000000000000002,0.2,0.26819151379175754,0.6858332292735203,0.41764171548176277,4.61769096629147
0.15000000000000002,0.25,0.21934770593506298,0.6430329089447598,0.4236852030096968,5.077758813565464
0.15000000000000002,0.30000000000000004,0.1860808528707283,0.6120253761148525,0.42594452324412424,5.328568801350842
0.15000000000000002,0.35000000000000003,0.16436375707059486,0.5921673225573457,0.42780356548675086,5.4983961784541
0.15000000000000002,0.4,0.1263982521210645,0.5615325991612689,0.4351343470402044,5.726868800213669
0.15000000000000002,0.45,0.1107116776238904,0.5475108973285597,0.4367992197046693,5.9079323381948745
0.15000000000000002,0.5,0.0972246906125053,0.5355129693669506,0.4382882787544453,6.071711226033729
0.15000000000000002,0.55,0.09346045211229534,0.5319037331232827,0.4384432810109874,6.191064971459843
0.15000000000000002,0.6000000000000001,0.08334455713494007,0.5228478751574326,0.43950331802249243,6.31729362111742
0.15000000000000002,0.65,0.07493085924926755,0.5156200032002054,0.44068914395093783,6.438657203998098
0.15000000000000002,0.7000000000000001,0.06744209762583261,0.5088515286291211,0.44140943100328833,6.513864803293579
0.15000000000000002,0.75,0.0658599484582328,0.5079215162716111,0.44206156781337835,6.576493312609378
0.15000000000000002,0.8,0.06423307867361491,0.5059244183334103,0.44169133965979535,6.628224949780257
0.15000000000000002,0.8500000000000001,0.0628616863355485,0.5045019381493877,0.44164025181383926,6.656765379368691
0.15000000000000002,0.9,0.06304891825815837,0.5048722059222912,0.4418232876641328,6.669159867695084
0.15000000000000002,0.9500000000000001,0.06397306183276172,0.5051937747763715,0.4412207129436097,6.6704293627339295
0.15000000000000002,1.0,0.06713845556701936,0.50759296907142,0.4404545135044008,6.654438840528238
0.2,0.0,0.6657887259102913,1.0,0.33421127408970863,1.8310937812431702
0.2,0.05,0.5751095474122759,0.9232161657163604,0.3481066183040846,2.1462128857146845
0.2,0.1,0.47175526312330696,0.8357740219020059,0.3640187587786988,2.497989006062163
0.2,0.15000000000000002,0.40130339714640206,0.7756673851140413,0.37436398796763926,2.7785574371004924
0.2,0.2,0.3373670105297593,0.7218047382896357,0.3844377277598764,3.082692725348987
0.2,0.25,0.28592142888363736,0.6785817154572849,0.3926602865736475,3.3036351786677365
0.2,0.30000000000000004,0.2343696921499137,0.6361944012442468,0.401824709094333,3.5132618258618775
0.2,0.35000000000000003,0.21116657922822654,0.6170075734565603,0.40584099422833386,3.7192866857778144
0.2,0.4,0.18051811440472018,0.5914069676428659,0.4108888532381457,3.9038874383480695
0.2,0.45,0.1548380745106126,0.569647740446054,0.41480966593544144,4.074470852969373
0.2,0.5,0.13658900297496246,0.5541284098155806,0.4175394068406182,4.218392931097532
0.2,0.55,0.11822156547095601,0.5385851747235861,0.42036360925263017,4.354336775706024
0.2,0.6000000000000001,0.1047706557947596,0.5265918043107018,0.4218211485159422,4.461272900189181
0.2,0.65,0.10296376857420682,0.5254368696890441,0.4224731011148374,4.536906226266913
0.2,0.7000000000000001,0.09553595753617042,0.5198155115938007,0.4242795540576303,4.591067320047651
0.2,0.75,0.08326992105083728,0.5091839296757174,0.42591400862488005,4.644479849883964
0.2,0.8,0.07947021351522827,0.5053395863789788,0.4258693728637505,4.69676323283052
0.2,0.8500000000000001,0.08033682292172613,0.5058753031679681,0.425538480246242,4.731199878583948
0.2,0.9,0.08149888227947648,0.5061768229473129,0.4246779406678364,4.758888727698544
0.2,0.9500000000000001,0.08608333392458975,0.5108700453739872,0.4247867114493974,4.755256545407525
0.2,1.0,0.09043023964989352,0.5144769329030774,0.4240466932531839,4.765918443419251
0.25,0.0,0.6986234922704367,1.0,0.3013765077295631,1.315888354610345
0.25,0.05,0.6235901205963674,0.9389462810340781,0.31535616043771064,1.4846568226293615
0.25,0.1,0.5326014868038839,0.8650389459417479,0.33243745913786393,1.7836450601246987
0.25,0.15000000000000002,0.45388657217103906,0.8001697677599843,0.34628319558894527,2.018404974856194
0.25,0.2,0.3898578021838001,0.7482013396325023,0.35834353744870223,2.183487537991201
0.25,0.25,0.33605635755030455,0.7044810901111894,0.36842473256088487,2.3974587903455715
0.25,0.30000000000000004,0.2865420297945114,0.6658067213692694,0.37926469157475806,2.5500652044854655
0.25,0.35000000000000003,0.250173841807514,0.6362074970160976,0.38603365520858357,2.719775804960192
0.25,0.4,0.22060555162006903,0.6122401603603655,0.39163460874029654,2.8743365568491646
0.25,0.45,0.19893973254230565,0.5938844809661161,0.3949447484238104,3.001248043435218
0.25,0.5,0.1730669555771604,0.5733175258216324,0.40025057024447197,3.122259288470775
0.25,0.55,0.15558687035963104,0.5583060013692296,0.40271913100959855,3.220109366373091
0.25,0.6000000000000001,0.1426608961780416,0.5485985540832274,0.4059376579051858,3.3161291122938463
0.25,0.65,0.12853131707259044,0.5373783013266171,0.4088469842540266,3.408561393141914
0.25,0.7000000000000001,0.12350682015103187,0.5324648594964131,0.4089580393453812,3.4802844264440567
0.25,0.75,0.1123495007202385,0.5235784398368446,0.4112289391166062,3.5350226668426172
0.25,0.8,0.10908326412125405,0.5212916399931546,0.4122083758719007,3.578931512217283
0.25,0.8500000000000001,0.10051728068520915,0.5150727965343486,0.4145555158491394,3.622716193929454
0.25,0.9,0.09248859179059847,0.5086614184015994,0.41617282661100097,3.653282153531329
0.25,0.9500000000000001,0.09796292736791475,0.5119380786206535,0.4139751512527387,3.6728023654488746
0.25,1.0,0.09552779785762336,0.50994929680653,0.41442149894890656,3.688603289784268
0.30000000000000004,0.0,0.7332291297324787,1.0,0.2667708702675212,0.9809767880141669
0.30000000000000004,0.05,0.6584572672167578,0.9420269931627429,0.2835697259459852,1.1125410553638067
0.30000000000000004,0.1,0.566649552108001,0.8707321374491694,0.30408258534116844,1.2816398690692241
0.30000000000000004,0.15000000000000002,0.5013262965183375,0.8198841003850074,0.3185578038666698,1.4456383181032235
0.30000000000000004,0.2,0.4423309525795931,0.7739222898968208,0.33159133731722773,1.6157737163661896
0.30000000000000004,0.25,0.3810653917950591,0.7271528246673669,0.34608743287230787,1.7731544713615528
0.30000000000000004,0.30000000000000004,0.3384096995866064,0.6927653878120191,0.3543556882254127,1.9278502956772428
0.30000000000000004,0.35000000000000003,0.29785856512562325,0.6621853460925323,0.3643267809669091,2.0579985644836327
0.30000000000000004,0.4,0.255739284975155,0.6299238460715968,0.3741845610964419,2.190682917178185
0.30000000000000004,0.45,0.22615601142418912,0.6070963401318489,0.3809403287076597,2.316674165678802
0.30000000000000004,0.5,0.21029661624911916,0.5936469117575244,0.3833502955084052,2.4165421471978967
0.30000000000000004,0.55,0.18879242798133888,0.5765833078555045,0.38779087987416566,2.5256653225712578
0.30000000000000004,0.6000000000000001,0.1732541100729986,0.5632498124268348,0.3899957023538362,2.6149823005195456
0.30000000000000004,0.65,0.15956486203719009,0.5525616034321583,0.39299674139496826,2.689402544139886
0.30000000000000004,0.7000000000000001,0.15087191861062604,0.5454767786112951,0.39460486000066897,2.7548696196604507
0.30000000000000004,0.75,0.13293830489180036,0.5312938646972571,0.3983555598054568,2.8125999085291262
0.30000000000000004,0.8,0.1298629889894241,0.5294762980890194,0.39961330909959536,2.8545086947194585
0.30000000000000004,0.8500000000000001,0.12239514975942131,0.5241002839399422,0.401705134180521,2.8983709713515595
0.30000000000000004,0.9,0.11365070579396253,0.5169769591110696,0.403326253317107,2.9274924026004854
0.30000000000000004,0.9500000000000001,0.11029823251340931,0.5136839526339118,0.40338572012050244,2.952946147945516
0.30000000000000004,1.0,0.11080821872724538,0.514323306735667,0.4035150880084216,2.9729206033651994
0.35000000000000003,0.0,0.7641167366345919,1.0,0.235883263365408,0.7444525003681807
0.35000000000000003,0.05,0.7006026285100542,0.9521914617139116,0.2515888332038574,0.8400784289295695
