parameter_value,value_low,value_high,run
0.1,0.05480242365589723,0.8999999999999999,0
0.1,0.07311770997973399,0.8999999930092466,0
0.1,0.002413085857117382,0.8973444687185284,0
0.1,0.008462721037567754,0.8999999999999999,0
0.1,0.023128406858319225,0.8999999999999707,0
0.1,0.03885010661656707,0.8998984400433316,0
0.1,0.047872714516527165,0.8999999999999999,0
0.1,0.04048754667768221,0.8999999999999999,0
0.1,0.0015262439150093017,0.899999982809292,0
0.1,3.009396019240472e-05,0.8999999999999999,0
0.1,0.0063041501164631435,0.8824201983590395,0
0.1,0.0016758949358822827,0.8998984400433273,0
0.1,0.03380462986453833,0.899999867355646,0
0.1,0.006656960413440316,0.8999999999376318,0
0.1,0.010172930650651451,0.8999999930092955,0
0.1,0.03735824545910783,0.8965161239325581,0
0.1,0.00029146583531999186,0.8999999999861027,0
0.1,0.08033944102127977,0.8999999999999999,0
0.1,0.02910179181705391,0.8999999999999999,0
0.1,0.017418258478685937,0.8999999999967131,0
0.1,0.013845114421399237,0.8999999999999992,0
0.1,0.04530507734330584,0.8999999962868072,0
0.1,0.008863958303488276,0.8795758694265287,0
0.1,0.0119655085275801,0.8999868341164228,0
0.1,0.005195362491074579,0.8999999999949241,0
0.1,0.017259635838769993,0.8901342082949123,0
0.1,0.01067820900483701,0.8899222978113451,0
0.1,0.0006767629390150313,0.8998305123316329,0
0.1,0.0006801148732193435,0.8999999999999999,0
0.1,0.05097959152263893,0.7704,0
0.1,0.00046326035344100385,0.899939064025999,0
0.1,0.04000722367991423,0.5399999999999895,0
0.1,0.07913990573713121,0.8999390640259926,0
0.1,0.04222333505851139,0.7701178890092545,0
0.1,0.02517596128299787,0.89997806304451,0
0.1,0.010002710702146781,0.8999634375096041,0
0.1,0.06018694340169584,0.5397178890092544,0
0.1,0.010013244617734344,0.8999999999365675,0
0.1,0.025663621523948923,0.8939533651868398,0
0.1,0.05215415235712365,0.8999999986597123,0
0.1,0.02591687319221151,0.8999999896854937,0
0.1,0.0007266526681526562,0.8999999999999999,0
0.1,0.04669312891931871,0.8999999999999999,0
0.1,0.05018478385229439,0.82224,0
0.1,0.04220120286700725,0.8999952616186616,0
0.1,0.0004173960391948367,0.8999999999999978,0
0.1,0.0013292326573707772,0.8999999991979504,0
0.1,0.01660786961313273,0.8999982920435412,0
0.1,0.05479000737553591,0.8999952616186617,0
0.1,0.011002526192320145,0.8998375040693304,0
0.1,0.08032618111383788,0.8999921026762152,0
0.1,0.04187835528146581,0.8999999999999999,0
0.1,0.008558192339992759,0.8999999999999999,0
0.1,0.03583314091186022,0.8999780617126102,0
0.1,0.04246410566256651,0.899216341168332,0
0.1,0.03953575773107102,0.8939533823376327,0
0.1,0.012140474505476385,0.899998293380651,0
0.1,0.06468594200671343,0.3239999999996115,0
0.1,0.07340015549845744,0.8719454640211493,0
0.1,0.05782286122464471,0.7704,0
0.1,0.005829630771986382,0.8999999999999999,0
0.1,0.02442682655200355,0.899996133480828,0
0.1,0.028494335081049635,0.8899222753488201,0
0.1,8.889282301175597e-05,0.899939064025999,0
0.1,0.04112918258589897,0.8999999999999999,0
0.1,0.0006475459695152431,0.8999868377696942,0
0.1,0.04000747934661115,0.8999999999999999,0
0.1,0.01654476642391701,0.8978232176639511,0
0.1,0.02329742289589921,0.8999971569711971,0
0.1,0.04076870980409366,0.8999999999999999,0
0.1,0.0009122053421509226,0.8999993687150691,0
0.1,0.008886274914749154,0.8998307334055463,0
0.1,0.053675560995198164,0.8999999713488024,0
0.1,0.002042571613583285,0.8999999999999999,0
0.1,0.045008442140865905,0.8999997749241495,0
0.1,0.014646569731019504,0.8999999938113452,0
0.1,0.0501632560779649,0.899999385905768,0
0.1,0.08743866128869682,0.85334392041334,0
0.1,0.004766015346928022,0.8999999999999969,0
0.1,0.0341464067701756,0.8999999999999704,0
0.1,0.08842200182086346,0.899709991707023,0
0.1,0.08882395157178051,0.8977622814008837,0
0.1,0.005887949205042293,0.8999868378289059,0
0.1,0.0265651491279653,0.89921635835904,0
0.1,0.03278797614124271,0.899999982809292,0
0.1,0.002055292109411656,0.8998307331168037,0
0.1,0.008660462740920914,0.8999982941602637,0
0.1,0.08671573788403596,0.8999999999917815,0
0.1,0.07857509598368698,0.8999982928459686,0
0.1,0.05115919453342869,0.8978228492074671,0
0.1,0.046099594098367384,0.8999999999999999,0
0.1,0.024778371244235084,0.8999999999993227,0
0.1,0.03306417103503368,0.8999971569711971,0
0.1,0.005395603200987214,0.8999999999970902,0
0.1,0.0003021017362270102,0.8999999999997738,0
0.1,0.00234398912201269,0.8939533822960544,0
0.1,0.05895673460977101,0.5399999986632505,0
0.1,0.016227308433294695,0.8999999999999999,0
0.1,0.07236792136729911,0.8899223039999999,0
0.1,0.007141284928591415,0.8939533810632017,0
0.1,0.019408512487029135,0.8999999999999999,1
0.1,0.0423732983778624,0.8999999896855753,1
0.1,0.02648717763506778,0.8978232176629525,1
0.1,0.019594857101083725,0.8999999997112608,1
0.1,0.04322906887087198,0.8999998673556482,1
0.1,0.03234106177797806,0.8999999713470739,1
0.1,0.02400019200061501,0.8999999999999999,1
0.1,0.030406537538834672,0.8999982941827168,1
0.1,0.015064028971319327,0.8985704328890415,1
0.1,0.003359465291890597,0.8999999999999999,1
0.1,0.0031754606013884314,0.8999999999999704,1
0.1,0.05245931965063918,0.8990782367805505,1
0.1,0.001577227729383807,0.8999415013607871,1
0.1,0.07184917829322988,0.8999989765096309,1
0.1,0.05927867202540515,0.8999999999999999,1
0.1,0.028342952313808383,0.8999999999998634,1
0.1,0.0049087662166214276,0.8999868378296095,1
0.1,0.040039372460828136,0.8999999999970717,1
0.1,0.03948992109837318,0.8997178890090282,1
0.1,0.057822430286426724,0.8998984363301386,1
0.1,0.0027222641696652934,0.8999999999999999,1
0.1,0.005531654265854499,0.8999999999999999,1
0.1,0.02979827723920407,0.897823217664,1
0.1,0.0363568317703504,0.8720063977720843,1
0.1,0.010453064552362785,0.8999780630493597,1
0.1,0.05403604492001814,0.8720063896855752,1
0.1,0.0419234462411308,0.8999999999999999,1
0.1,0.07843866138691274,0.8529962035370147,1
0.1,0.041370734042971945,0.8999999999999999,1
0.1,0.05025293024790621,0.8999999986632502,1
0.1,0.005728684760184605,0.8999986080530943,1
0.1,0.01608868085513685,0.8832038377720842,1
0.1,0.008619907211402083,0.899998976509631,1
0.1,0.029313324412697433,0.8999993859057785,1
0.1,0.024897077572235044,0.8999999039103093,1
0.1,0.04190340197638741,0.8999996315434672,1
0.1,0.040253587711654826,0.8999999825205528,1
0.1,0.027188977560667352,0.8999999999999999,1
0.1,0.0034122494385391807,0.8999917342412367,1
0.1,0.024794097079742904,0.8899222899723785,1
0.1,0.025557746266792015,0.8999999999999987,1
0.1,0.02441330517710361,0.8999999895123325,1
0.1,0.06823144807165642,0.8999999713113995,1
0.1,0.02769030299418632,0.899999982809292,1
0.1,0.03288495199464464,0.8999999999999999,1
0.1,0.000250866662684189,0.8999979257261852,1
0.1,0.012316593085262959,0.8832038397112622,1
0.1,0.0062364173743671035,0.8986807684280158,1
0.1,0.0049201851905354855,0.8939486435368285,1
0.1,0.005664852302155673,0.899616329052586,1
0.1,0.04049734892567354,0.8999999204133885,1
0.1,0.05621144234956679,0.8999999999999825,1
0.1,0.008231038576914772,0.8999971569711971,1
0.1,0.01575027090244756,0.8999999977720843,1
0.1,0.029392866399347156,0.8999999999970902,1
0.1,0.006805321333360214,0.8999999999999999,1
0.1,0.012574203314624522,0.8999999999999999,1
