parameter_value,value_low,value_high,run
0.1,0.540700958032562,0.899999829390106,0
0.1,0.5132561136717395,0.8999999999894378,0
0.1,0.46774422931737075,0.8993953254901761,0
0.1,0.44140386944304444,0.8999998294182718,0
0.1,0.509287429246353,0.8989922303999996,0
0.1,0.5116894749345797,0.899636444802986,0
0.1,0.4642254720380475,0.8972006399995345,0
0.1,0.5452097851489615,0.8999717889009123,0
0.1,0.5649333474831201,0.8922140297702376,0
0.1,0.5280598836706741,0.8999999999711261,0
0.1,0.5288606203390331,0.8999999999999999,0
0.1,0.5927645359143003,0.8956157302584911,0
0.1,0.5298514947562857,0.895332032038775,0
0.1,0.5475091406142067,0.899999977892595,0
0.1,0.4332420315476733,0.8999999999999951,0
0.1,0.5397517087771556,0.8953343999999916,0
0.1,0.5044642258648147,0.8999999999999999,0
0.1,0.5355835051824736,0.8996370389799588,0
0.1,0.47619672359869303,0.8639999999999983,0
0.1,0.4538093795749158,0.8999999999999996,0
0.1,0.3393472559070248,0.8999999999999999,0
0.1,0.3622829073681803,0.8999717886870244,0
0.1,0.4311985940915618,0.8999999867355648,0
0.1,0.40336010660215543,0.8999829750817654,0
0.1,0.5567882659035182,0.8999998976509631,0
0.1,0.5325372132989042,0.8999999999999999,0
0.1,0.5903475950289957,0.899999995208137,0
0.1,0.48285455508014546,0.8973529251832362,0
0.1,0.41647912728792047,0.899999999999515,0
0.1,0.5839754766572485,0.8999999999986528,0
0.1,0.4277408674416273,0.899999977892608,0
0.1,0.5079262764833224,0.887039727069233,0
0.1,0.5623315562424819,0.8993027360503238,0
0.1,0.5574613949030268,0.8999999997712196,0
0.1,0.5273562334891255,0.8997823217663945,0
0.1,0.5115610194918401,0.8922218940527376,0
0.1,0.43836165141723804,0.8999992102697767,0
0.1,0.4255665268775212,0.8993952792869547,0
0.1,0.44355289690673455,0.8996372029273687,0
0.1,0.545289284877503,0.8999999999999999,0
0.1,0.47425231077940483,0.8999998293916202,0
0.1,0.3738375894019998,0.8999999999999999,0
0.1,0.5149503435708482,0.8999999999999999,0
0.1,0.48586616022918233,0.8999999999999999,0
0.1,0.4779589046097743,0.8999999999999999,0
0.1,0.5248688890920548,0.899999977892608,0
0.1,0.5115035981649171,0.8999717885444589,0
0.1,0.3767736609459753,0.898320384,0
0.1,0.37865225912778555,0.8999998217040402,0
