step,delta_v,gamma,scenario
3,0.09356250000000002,1.0,epsilon_intervention
4,0.08007524999999999,1.0,epsilon_intervention
5,0.118108725,1.0,epsilon_intervention
6,0.15227397749999994,1.0,epsilon_intervention
7,0.20025523650000004,1.0,epsilon_intervention
8,0.23249686132499997,1.0,epsilon_intervention
9,0.24851344607999992,1.0,epsilon_intervention
10,0.288520923948,1.0,epsilon_intervention
11,0.31275176303444996,1.0,epsilon_intervention
12,0.3220341122343151,1.0,epsilon_intervention
13,0.32254728925932297,1.0,epsilon_intervention
14,0.33656212378766476,1.0,epsilon_intervention
15,0.3484926191201485,1.0,epsilon_intervention
16,0.3451029140427173,1.0,epsilon_intervention
17,0.35627316481067917,1.0,epsilon_intervention
18,0.3632260976681575,1.0,epsilon_intervention
19,0.36953840787209274,1.0,epsilon_intervention
20,0.3686336313929318,1.0,epsilon_intervention
21,0.3755446195246549,1.0,epsilon_intervention
22,0.3874308058855713,1.0,epsilon_intervention
23,0.3891880158719123,1.0,epsilon_intervention
24,0.39458693153754376,1.0,epsilon_intervention
25,0.3849682212162207,1.0,epsilon_intervention
26,0.39190613995917206,1.0,epsilon_intervention
27,0.392996638149148,1.0,epsilon_intervention
28,0.400757119215597,1.0,epsilon_intervention
29,0.4182785064136282,1.0,epsilon_intervention
30,0.41205657396416256,1.0,epsilon_intervention
31,0.4212274256132408,1.0,epsilon_intervention
32,0.42543143165838915,1.0,epsilon_intervention
33,0.4306545329805025,1.0,epsilon_intervention
34,0.43849087753420257,1.0,epsilon_intervention
35,0.445526325213309,1.0,epsilon_intervention
36,0.4507969689729166,1.0,epsilon_intervention
37,0.44954736067098516,1.0,epsilon_intervention
38,0.4544891151743267,1.0,epsilon_intervention
39,0.464168208280619,1.0,epsilon_intervention
40,0.46039495392924457,1.0,epsilon_intervention
41,0.45892341234918743,1.0,epsilon_intervention
42,0.45993670783476004,1.0,epsilon_intervention
43,0.45379382024647974,1.0,epsilon_intervention
44,0.4542978164650532,1.0,epsilon_intervention
45,0.46669223385298875,1.0,epsilon_intervention
46,0.4719728697129299,1.0,epsilon_intervention
47,0.4837311724750428,1.0,epsilon_intervention
48,0.49785337856637557,1.0,epsilon_intervention
49,0.5033783804655388,1.0,epsilon_intervention
50,0.5051436685903912,1.0,epsilon_intervention
51,0.4963967371445989,1.0,epsilon_intervention
52,0.494146975577895,1.0,epsilon_intervention
53,0.504652685421558,1.0,epsilon_intervention
54,0.5208692143309209,1.0,epsilon_intervention
55,0.5111129164841952,1.0,epsilon_intervention
56,0.5133711109895204,1.0,epsilon_intervention
57,0.5099262312239942,1.0,epsilon_intervention
58,0.5124651414449385,1.0,epsilon_intervention
59,0.5276405888414677,1.0,epsilon_intervention
60,0.5343012698878639,1.0,epsilon_intervention
61,0.5224580582544683,1.0,epsilon_intervention
62,0.5315394480099768,1.0,epsilon_intervention
63,0.5414271061489359,1.0,epsilon_intervention
64,0.5351036510476174,1.0,epsilon_intervention
65,0.5322916261733085,1.0,epsilon_intervention
66,0.5449411570142344,1.0,epsilon_intervention
67,0.5533522557686799,1.0,epsilon_intervention
68,0.5571361000784859,1.0,epsilon_intervention
69,0.5578947127714501,1.0,epsilon_intervention
70,0.5584402834839269,1.0,epsilon_intervention
71,0.5691601457122022,1.0,epsilon_intervention
72,0.5802638866960056,1.0,epsilon_intervention
73,0.591227558943065,1.0,epsilon_intervention
74,0.5826176952334938,1.0,epsilon_intervention
75,0.5833174052180164,1.0,epsilon_intervention
76,0.5508077223428822,1.0,epsilon_intervention
77,0.5306699602686167,1.0,epsilon_intervention
78,0.49637379006616666,1.0,epsilon_intervention
79,0.46079393122906875,1.0,epsilon_intervention
80,0.4407073313504266,1.0,epsilon_intervention
81,0.41420602057591027,1.0,epsilon_intervention
82,0.40951918886535876,1.0,epsilon_intervention
83,0.42991665222775266,1.0,epsilon_intervention
84,0.436315622590682,1.0,epsilon_intervention
85,0.44358619520806464,1.0,epsilon_intervention
86,0.4189511574817508,1.0,epsilon_intervention
87,0.398164494270656,1.0,epsilon_intervention
88,0.40219601722845055,1.0,epsilon_intervention
89,0.3860193925616183,1.0,epsilon_intervention
90,0.39176072237031323,1.0,epsilon_intervention
91,0.3887515176705401,1.0,epsilon_intervention
92,0.40073198482418537,1.0,epsilon_intervention
93,0.3912978943788501,1.0,epsilon_intervention
94,0.3964538381896721,1.0,epsilon_intervention
95,0.4093967753536703,1.0,epsilon_intervention
96,0.40346765704343246,1.0,epsilon_intervention
97,0.38157481942569105,1.0,epsilon_intervention
98,0.37171265288193933,1.0,epsilon_intervention
99,0.39747536245254766,1.0,epsilon_intervention
100,0.4046912804252061,1.0,epsilon_intervention
101,0.4084802719864436,1.0,epsilon_intervention
102,0.3974916090615775,1.0,epsilon_intervention
103,0.39959631871700674,1.0,epsilon_intervention
104,0.4085751533864411,1.0,epsilon_intervention
105,0.376959102185467,1.0,epsilon_intervention
106,0.3762655519275486,1.0,epsilon_intervention
107,0.36942083390718816,1.0,epsilon_intervention
108,0.3388046261342524,1.0,epsilon_intervention
109,0.33973878820331344,1.0,epsilon_intervention
110,0.3363827041142467,1.0,epsilon_intervention
111,0.3225048160149753,1.0,epsilon_intervention
112,0.33521376994118945,1.0,epsilon_intervention
113,0.36834251051411493,1.0,epsilon_intervention
114,0.3779414702692485,1.0,epsilon_intervention
115,0.3757227886040052,1.0,epsilon_intervention
116,0.3767076875048197,1.0,epsilon_intervention
117,0.36556384517115686,1.0,epsilon_intervention
118,0.37041284380627193,1.0,epsilon_intervention
119,0.3789397324805146,1.0,epsilon_intervention
120,0.37664858381628386,1.0,epsilon_intervention
121,0.3788825014672301,1.0,epsilon_intervention
122,0.37200422945430867,1.0,epsilon_intervention
123,0.3754913422347876,1.0,epsilon_intervention
124,0.37381981877361586,1.0,epsilon_intervention
125,0.36955112588937883,1.0,epsilon_intervention
126,0.3734168713468831,1.0,epsilon_intervention
127,0.3851398163646053,1.0,epsilon_intervention
128,0.38383184156429134,1.0,epsilon_intervention
129,0.3676067665270671,1.0,epsilon_intervention
130,0.36867843577268194,1.0,epsilon_intervention
131,0.37796745145415633,1.0,epsilon_intervention
132,0.3719436066682767,1.0,epsilon_intervention
133,0.3872030572421562,1.0,epsilon_intervention
134,0.37239672695920795,1.0,epsilon_intervention
135,0.3718885475925498,1.0,epsilon_intervention
136,0.37778674839588156,1.0,epsilon_intervention
137,0.3539663668073884,1.0,epsilon_intervention
138,0.3395210537109802,1.0,epsilon_intervention
139,0.35564450032938344,1.0,epsilon_intervention
140,0.3497640977129606,1.0,epsilon_intervention
141,0.36203715227220523,1.0,epsilon_intervention
142,0.37643418084520586,1.0,epsilon_intervention
143,0.3776633933873887,1.0,epsilon_intervention
144,0.385122432456293,1.0,epsilon_intervention
145,0.39559369820582596,1.0,epsilon_intervention
146,0.39644897707750987,1.0,epsilon_intervention
147,0.39121974780706736,1.0,epsilon_intervention
148,0.40910920595278377,1.0,epsilon_intervention
149,0.3857647362260803,1.0,epsilon_intervention
150,0.4089738620234,1.0,epsilon_intervention
1,0.04875,1.0,lambda_h_intervention
2,0.04470000000000002,1.0,lambda_h_intervention
3,0.08999250000000003,1.0,lambda_h_intervention
4,0.11561474999999996,1.0,lambda_h_intervention
5,0.13836375,1.0,lambda_h_intervention
6,0.17275252499999993,1.0,lambda_h_intervention
7,0.20936854500000002,1.0,lambda_h_intervention
8,0.21895177155000006,1.0,lambda_h_intervention
9,0.2529886178025,1.0,lambda_h_intervention
10,0.26595571854675,1.0,lambda_h_intervention
11,0.28864331438355,1.0,lambda_h_intervention
12,0.30084890630631755,1.0,lambda_h_intervention
13,0.3120456927540774,1.0,lambda_h_intervention
14,0.32590549541785346,1.0,lambda_h_intervention
15,0.3425378836956924,1.0,lambda_h_intervention
16,0.3499328675905866,1.0,lambda_h_intervention
17,0.35210199389881186,1.0,lambda_h_intervention
18,0.34244894063088865,1.0,lambda_h_intervention
19,0.3424590270362769,1.0,lambda_h_intervention
20,0.3408988145997473,1.0,lambda_h_intervention
21,0.3482930236927635,1.0,lambda_h_intervention
22,0.35096502368757126,1.0,lambda_h_intervention
23,0.36502640669689335,1.0,lambda_h_intervention
24,0.36602882028165873,1.0,lambda_h_intervention
25,0.3659258015747092,1.0,lambda_h_intervention
26,0.37171194561635473,1.0,lambda_h_intervention
27,0.3893615218269961,1.0,lambda_h_intervention
28,0.38910957981405947,1.0,lambda_h_intervention
29,0.39182807931713526,1.0,lambda_h_intervention
30,0.3820515561885872,1.0,lambda_h_intervention
31,0.38097531499336457,1.0,lambda_h_intervention
32,0.3831044095230528,1.0,lambda_h_intervention
33,0.39276032416198814,1.0,lambda_h_intervention
34,0.40210020172160577,1.0,lambda_h_intervention
35,0.41059603133152806,1.0,lambda_h_intervention
36,0.4184881907220725,1.0,lambda_h_intervention
37,0.4230738082047639,1.0,lambda_h_intervention
38,0.43899216546162445,1.0,lambda_h_intervention
39,0.4442934345789933,1.0,lambda_h_intervention
40,0.43968966739982585,1.0,lambda_h_intervention
41,0.44372981378784815,1.0,lambda_h_intervention
42,0.45426047198295216,1.0,lambda_h_intervention
43,0.47804415580384896,1.0,lambda_h_intervention
44,0.46948295674070506,1.0,lambda_h_intervention
45,0.4724021150351341,1.0,lambda_h_intervention
46,0.47000842238594176,1.0,lambda_h_intervention
47,0.4762556304687546,1.0,lambda_h_intervention
48,0.47304545327938896,1.0,lambda_h_intervention
49,0.47048767707709604,1.0,lambda_h_intervention
50,0.4776357274117932,1.0,lambda_h_intervention
51,0.48403385107821084,1.0,lambda_h_intervention
52,0.49164391360366255,1.0,lambda_h_intervention
53,0.4906014347808655,1.0,lambda_h_intervention
54,0.4913155645761361,1.0,lambda_h_intervention
55,0.495632013861928,1.0,lambda_h_intervention
56,0.488569840908077,1.0,lambda_h_intervention
57,0.49542274974636774,1.0,lambda_h_intervention
58,0.4936933254217646,1.0,lambda_h_intervention
59,0.50436215550436,1.0,lambda_h_intervention
60,0.4931783674788202,1.0,lambda_h_intervention
61,0.5002458714712794,1.0,lambda_h_intervention
62,0.5017403837515256,1.0,lambda_h_intervention
63,0.5065262059775716,1.0,lambda_h_intervention
64,0.5067111362142983,1.0,lambda_h_intervention
65,0.506171153139019,1.0,lambda_h_intervention
66,0.5182574434381184,1.0,lambda_h_intervention
67,0.5140998944407804,1.0,lambda_h_intervention
68,0.5139273592832299,1.0,lambda_h_intervention
69,0.5196091132078849,1.0,lambda_h_intervention
70,0.5210247153095571,1.0,lambda_h_intervention
71,0.5285148096378289,1.0,lambda_h_intervention
72,0.5289276504225975,1.0,lambda_h_intervention
73,0.526378343722952,1.0,lambda_h_intervention
74,0.5327986252806616,1.0,lambda_h_intervention
75,0.5327190738430978,1.0,lambda_h_intervention
76,0.5216072822284009,1.0,lambda_h_intervention
77,0.5165735802256668,1.0,lambda_h_intervention
78,0.500086340869357,1.0,lambda_h_intervention
79,0.49535167005007963,1.0,lambda_h_intervention
80,0.4941229970477633,1.0,lambda_h_intervention
81,0.4788007401423636,1.0,lambda_h_intervention
82,0.4717230908681489,1.0,lambda_h_intervention
83,0.46886032418874307,1.0,lambda_h_intervention
84,0.46302276262553976,1.0,lambda_h_intervention
85,0.47900980553313977,1.0,lambda_h_intervention
86,0.4704040624478224,1.0,lambda_h_intervention
87,0.469784428485143,1.0,lambda_h_intervention
88,0.47211238606198547,1.0,lambda_h_intervention
89,0.4810540108307575,1.0,lambda_h_intervention
90,0.47864348167171833,1.0,lambda_h_intervention
91,0.4660733282855435,1.0,lambda_h_intervention
92,0.47480755927927654,1.0,lambda_h_intervention
93,0.4731774730276482,1.0,lambda_h_intervention
94,0.47751940312512187,1.0,lambda_h_intervention
95,0.4686935493509517,1.0,lambda_h_intervention
96,0.47094202885814274,1.0,lambda_h_intervention
97,0.46559984442983593,1.0,lambda_h_intervention
98,0.4626193185993437,1.0,lambda_h_intervention
99,0.47500503570423236,1.0,lambda_h_intervention
100,0.4725540956635583,1.0,lambda_h_intervention
101,0.4887390626051641,1.0,lambda_h_intervention
102,0.4775506768729474,1.0,lambda_h_intervention
103,0.4675321340003248,1.0,lambda_h_intervention
104,0.4639909311026412,1.0,lambda_h_intervention
105,0.4824808370971363,1.0,lambda_h_intervention
106,0.4845803038526304,1.0,lambda_h_intervention
107,0.4928066891509776,1.0,lambda_h_intervention
108,0.49938578276130285,1.0,lambda_h_intervention
109,0.49573202806560246,1.0,lambda_h_intervention
110,0.4924549484789943,1.0,lambda_h_intervention
111,0.49598885979733365,1.0,lambda_h_intervention
112,0.5043233001349878,1.0,lambda_h_intervention
113,0.5014587374431183,1.0,lambda_h_intervention
114,0.499495667495196,1.0,lambda_h_intervention
115,0.4902468249030034,1.0,lambda_h_intervention
116,0.4933719252351312,1.0,lambda_h_intervention
117,0.49224353255918646,1.0,lambda_h_intervention
118,0.4753882500087867,1.0,lambda_h_intervention
119,0.47655491866605826,1.0,lambda_h_intervention
120,0.472504174150143,1.0,lambda_h_intervention
121,0.462299279067396,1.0,lambda_h_intervention
122,0.4613015593035952,1.0,lambda_h_intervention
123,0.4536560255766233,1.0,lambda_h_intervention
124,0.4627890390419716,1.0,lambda_h_intervention
125,0.4647959002534967,1.0,lambda_h_intervention
126,0.46553888055696613,1.0,lambda_h_intervention
127,0.4773733794570848,1.0,lambda_h_intervention
128,0.4770611323276206,1.0,lambda_h_intervention
129,0.476392379449217,1.0,lambda_h_intervention
130,0.4750614568698399,1.0,lambda_h_intervention
131,0.47121077301654585,1.0,lambda_h_intervention
132,0.47861247123959794,1.0,lambda_h_intervention
133,0.4881861771859072,1.0,lambda_h_intervention
134,0.4810433521076876,1.0,lambda_h_intervention
135,0.48526851145682187,1.0,lambda_h_intervention
136,0.4929127379211669,1.0,lambda_h_intervention
137,0.4916408248076846,1.0,lambda_h_intervention
138,0.4806503190689332,1.0,lambda_h_intervention
139,0.4774399352719383,1.0,lambda_h_intervention
140,0.47681607003864174,1.0,lambda_h_intervention
141,0.48394138289619093,1.0,lambda_h_intervention
142,0.4749551453925289,1.0,lambda_h_intervention
143,0.4912225941650745,1.0,lambda_h_intervention
144,0.4890743528409235,1.0,lambda_h_intervention
145,0.5110330522916788,1.0,lambda_h_intervention
146,0.5031779005176815,1.0,lambda_h_intervention
147,0.49710551646505874,1.0,lambda_h_intervention
148,0.49130167111427436,1.0,lambda_h_intervention
149,0.4845212707900127,1.0,lambda_h_intervention
150,0.4858060494363726,1.0,lambda_h_intervention
