theta_post,p_high_post,delta_v,Value_High,Value_Low,LH_Ratio,reward_contrast
0.0,0.5,0.2499999999999935,0.7499999999999934,0.5,100.0,1.0
0.0,0.5249999999999999,0.2499999999999935,0.7499999999999934,0.5,100.0,1.0499999999999998
0.0,0.55,0.2499999999999935,0.7499999999999934,0.5,100.0,1.1
0.0,0.575,0.2499999999999935,0.7499999999999934,0.5,100.0,1.15
0.0,0.6,0.2499999999999935,0.7499999999999934,0.5,100.0,1.2
0.0,0.625,0.2499999999999935,0.7499999999999934,0.5,100.0,1.25
0.0,0.6499999999999999,0.2499999999999935,0.7499999999999934,0.5,100.0,1.2999999999999998
0.0,0.675,0.2499999999999935,0.7499999999999934,0.5,100.0,1.35
0.0,0.7,0.2499999999999935,0.7499999999999934,0.5,100.0,1.4
0.0,0.725,0.2499999999999935,0.7499999999999934,0.5,100.0,1.45
0.0,0.75,0.2499999999999935,0.7499999999999934,0.5,100.0,1.5
0.0,0.775,0.2499999999999935,0.7499999999999934,0.5,100.0,1.55
0.0,0.8,0.2499999999999935,0.7499999999999934,0.5,100.0,1.6
0.0,0.825,0.2499999999999935,0.7499999999999934,0.5,100.0,1.65
0.0,0.85,0.2499999999999935,0.7499999999999934,0.5,100.0,1.7
0.0,0.875,0.2499999999999935,0.7499999999999934,0.5,100.0,1.75
0.0,0.9,0.2499999999999935,0.7499999999999934,0.5,100.0,1.8
0.0,0.925,0.2499999999999935,0.7499999999999934,0.5,100.0,1.85
0.0,0.95,0.2499999999999935,0.7499999999999934,0.5,100.0,1.9
0.0,0.975,0.2499999999999935,0.7499999999999934,0.5,100.0,1.95
0.0,1.0,0.2499999999999935,0.7499999999999934,0.5,100.0,2.0
0.05,0.5,-0.07757883468777678,0.3919165363446792,0.469495371032456,16.720252324215174,1.0
0.05,0.5249999999999999,-0.058348520862765076,0.4110742658907113,0.4694227867534764,16.59439790086075,1.0499999999999998
0.05,0.55,-0.038542617495000375,0.4307473004662685,0.4692899179612689,16.49343108989394,1.1
0.05,0.575,-0.01865872566378518,0.4504396796578793,0.46909840532166447,16.35015603161888,1.15
0.05,0.6,0.004558705226147397,0.47333321298857367,0.46877450776242624,16.0475225539854,1.2
0.05,0.625,0.030828309481780936,0.49888349285285855,0.46805518337107765,15.527687250400097,1.25
0.05,0.6499999999999999,0.06581730922394555,0.5323137811399016,0.46649647191595606,14.017744181772818,1.2999999999999998
0.05,0.675,0.09403911907919602,0.5596751524348704,0.46563603335567433,13.707888204416841,1.35
0.05,0.7,0.145536082759736,0.6083845774069638,0.46284849464722777,12.658761310069359,1.4
0.05,0.725,0.2084317584243413,0.6665851302243353,0.458153371799994,12.106225928783978,1.45
0.05,0.75,0.23326997845076267,0.6909780193965456,0.4577080409457829,12.071459722767772,1.5
0.05,0.775,0.2589324680951599,0.7162255656428992,0.45729309754773934,12.027513876946927,1.55
0.05,0.8,0.2828923314089602,0.7401022569528278,0.45720992554386763,11.999457072640123,1.6
0.05,0.825,0.3079175135375716,0.7647831608076976,0.456865647270126,11.944856256789306,1.65
0.05,0.85,0.3308228833324854,0.7876627999925275,0.4568399166600422,11.93291181234486,1.7
0.05,0.875,0.3552299529196537,0.8118742629086073,0.4566443099889537,11.893484156667204,1.75
0.05,0.9,0.37950106836068964,0.8359381400917419,0.45643707173105225,11.816503637186687,1.8
0.05,0.925,0.4038794115178993,0.8601714240505455,0.4562920125326461,11.798283246466296,1.85
0.05,0.95,0.4276422059939445,0.8837457811138488,0.45610357511990446,11.779057055990105,1.9
0.05,0.975,0.45080770857082236,0.9069100105396526,0.4561023019688302,11.760445944878994,1.95
0.05,1.0,0.47337936958517457,0.9294801707404561,0.4561008011552817,11.745445944878993,2.0
0.1,0.5,-0.18700451872824847,0.27169270028843684,0.45869721901668525,10.22554862350425,1.0
0.1,0.5249999999999999,-0.16629097478893012,0.2911118832461542,0.4574028580350843,9.94219082125308,1.0499999999999998
0.1,0.55,-0.14507526661158893,0.311411296429991,0.45648656304158,9.473253817994078,1.1
0.1,0.575,-0.120636494268524,0.33418378812906824,0.4548202823975923,9.20281350603827,1.15
0.1,0.6,-0.0909780180959294,0.3616136114886117,0.4525916295845411,8.787518517403043,1.2
0.1,0.625,-0.054196887082991266,0.3955403033515591,0.44973719043455035,8.27676064479413,1.25
0.1,0.6499999999999999,-0.016096168029785966,0.4306143608161692,0.44671052884595513,7.749821051872479,1.2999999999999998
0.1,0.675,0.0319316445983878,0.4738709967941319,0.4419393521957441,7.216426488563632,1.35
0.1,0.7,0.11074314473039604,0.5445501116915156,0.4338069669611196,6.284293159003764,1.4
0.1,0.725,0.21094046383067128,0.6333367260974657,0.4223962622667944,5.673131431092495,1.45
0.1,0.75,0.24242946946372546,0.663211984583754,0.42078251512002857,5.6041893548938395,1.5
0.1,0.775,0.27664217656833934,0.6954313563086698,0.4187891797403305,5.50884459211448,1.55
0.1,0.8,0.3068830282411297,0.7246905134224522,0.4178074851813226,5.435566886558119,1.6
0.1,0.825,0.33198054547277467,0.7495400476080021,0.4175595021352274,5.416611564918974,1.65
0.1,0.85,0.36023824712441826,0.7772362507341395,0.4169980036097212,5.367516984759749,1.7
0.1,0.875,0.38696243551451653,0.8037829019946064,0.41682046648008997,5.296021069824189,1.75
0.1,0.9,0.4134162526407829,0.8298130588304421,0.4163968061896591,5.269953104851425,1.8
0.1,0.925,0.4404405117747842,0.8564735389347449,0.41603302715996077,5.2392898506219945,1.85
0.1,0.95,0.4668257300963135,0.8825759282149738,0.4157501981186604,5.214822923500268,1.9
0.1,0.975,0.49001538009447765,0.9056316352694825,0.4156162551750048,5.209481271688029,1.95
0.1,1.0,0.5156665981425766,0.9308045933049061,0.4151379951623294,5.198797649754406,2.0
0.15000000000000002,0.5,-0.2321278102462371,0.22123412951992133,0.45336193976615846,6.929301432479916,1.0
0.15000000000000002,0.5249999999999999,-0.20949160099294076,0.2421021394927807,0.45159374048572143,6.641045392903727,1.0499999999999998
0.15000000000000002,0.55,-0.1792593877974072,0.267955225784499,0.4472146135819061,6.330320181156254,1.1
0.15000000000000002,0.575,-0.14834604712585073,0.29538151843848837,0.4437275655643392,6.003935833805715,1.15
0.15000000000000002,0.6,-0.10572997086456333,0.33263214733419416,0.4383621181987575,5.5962678740111045,1.2
0.15000000000000002,0.625,-0.05705176697978666,0.37471663792226656,0.43176840490205326,5.23324547083215,1.25
0.15000000000000002,0.6499999999999999,-0.0015761422166543442,0.42245209322156196,0.4240282354382163,4.877559278471837,1.2999999999999998
0.15000000000000002,0.675,0.06266414378116572,0.4781187698771051,0.41545462609593936,4.423491282269117,1.35
0.15000000000000002,0.7,0.14222030430088237,0.5470999583798459,0.40487965407896365,3.8975147546719304,1.4
0.15000000000000002,0.725,0.23077897840328085,0.6227773793939073,0.39199840099062644,3.5447893928345726,1.45
0.15000000000000002,0.75,0.267053542400154,0.6566482881102867,0.38959474571013275,3.469075006990553,1.5
0.15000000000000002,0.775,0.2977792513326424,0.6859400638239773,0.38816081249133494,3.411915587373153,1.55
0.15000000000000002,0.8,0.3276736840040349,0.714887948133023,0.38721426412898813,3.3504868291459275,1.6
0.15000000000000002,0.825,0.3589271989551589,0.7448105056629406,0.38588330670778176,3.3105400787888835,1.65
0.15000000000000002,0.85,0.38951168040370715,0.7741856017320079,0.38467392132830075,3.2685648517274695,1.7
0.15000000000000002,0.875,0.419364537847516,0.8033198003008618,0.3839552624533459,3.205803482414459,1.75
0.15000000000000002,0.9,0.4466313901424638,0.829895742181219,0.3832643520387552,3.1719565819246403,1.8
0.15000000000000002,0.925,0.47672919427752614,0.8590827451004733,0.3823535508229472,3.132556847890548,1.85
0.15000000000000002,0.95,0.5030343979698807,0.8849499773562185,0.3819155793863379,3.087114473311547,1.9
0.15000000000000002,0.975,0.530138521372337,0.9111431683802559,0.38100464700791886,3.0649471116284315,1.95
0.15000000000000002,1.0,0.5565729157680389,0.9371375622006181,0.38056464643257926,3.0518391222947865,2.0
0.2,0.5,-0.24961848144656074,0.19944838496174927,0.44906686640831,5.051408561958812,1.0
0.2,0.5249999999999999,-0.21967531824015815,0.22400887539045183,0.44368419363060996,4.771535711218632,1.0499999999999998
0.2,0.55,-0.18241153337819144,0.2547078576561008,0.43711939103429226,4.493919167710351,1.1
0.2,0.575,-0.13775698609232603,0.29116693554986467,0.42892392164219073,4.252213495837707,1.15
0.2,0.6,-0.09217265867050264,0.32882462729599704,0.42099728596649966,3.9872156973145643,1.2
0.2,0.625,-0.026650826540649958,0.3828495520349214,0.4095003785755713,3.6244677248220034,1.25
0.2,0.6499999999999999,0.035729280197914486,0.4342855713856677,0.39855629118775326,3.314850747328967,1.2999999999999998
0.2,0.675,0.11306758960070007,0.498368158430386,0.3853005688296859,2.9625915632579756,1.35
0.2,0.7,0.190527158300923,0.5628558189117525,0.37232866061082953,2.6217746648389566,1.4
0.2,0.725,0.2624109943063136,0.6242678849763721,0.3618568906700585,2.4144494293303866,1.45
0.2,0.75,0.30121623996881985,0.659376374713863,0.35816013474504316,2.3447018554620858,1.5
0.2,0.775,0.3321174022696868,0.6883128558841632,0.3561954536144765,2.3024939057732556,1.55
0.2,0.8,0.3632098074629059,0.7177270251508825,0.35451721768797656,2.2689540226128497,1.6
0.2,0.825,0.39047060744719186,0.7434656307629861,0.3529950233157943,2.247024238889123,1.65
0.2,0.85,0.4198396838373454,0.7715218139721707,0.3516821301348253,2.2235011170061107,1.7
0.2,0.875,0.44926178358930036,0.7997599260996295,0.35049814251032907,2.194305404070443,1.75
0.2,0.9,0.48103331076731193,0.8296540426246899,0.348620731857378,2.173701844355632,1.8
0.2,0.925,0.5139776680896686,0.8611254254817192,0.3471477573920506,2.136094407460697,1.85
0.2,0.95,0.5413178410221602,0.8878374928459325,0.34651965182377226,2.1102694809282365,1.9
0.2,0.975,0.5683883264642572,0.9144465297900937,0.3460582033258365,2.0942390445156174,1.95
0.2,1.0,0.5994450924104237,0.9441776391229582,0.34473254671253445,2.0627253507285146,2.0
0.25,0.5,-0.23956228513027727,0.20332915516274194,0.4428914402930192,3.6580931653948476,1.0
0.25,0.5249999999999999,-0.19752609848432273,0.23604999084084044,0.4335760893251631,3.4451626229163734,1.0499999999999998
0.25,0.55,-0.15147144582665345,0.27134150203429963,0.42281294786095314,3.2350288550360156,1.1
0.25,0.575,-0.09527012676212399,0.3146018822798342,0.4098720090419582,3.0042590421758395,1.15
0.25,0.6,-0.03403469102104824,0.3625721135350984,0.3966068045561466,2.741888974232432,1.2
0.25,0.625,0.024096614587693705,0.40874384242483136,0.3846472278371377,2.537595038684411,1.25
0.25,0.6499999999999999,0.09980754314467975,0.4689251891084396,0.36911764596375984,2.27881859342001,1.2999999999999998
0.25,0.675,0.17514015415387285,0.5286332945003889,0.35349314034651597,2.0366605807975438,1.35
0.25,0.7,0.24947715401989531,0.5888263846973645,0.3393492306774692,1.836867980055824,1.4
0.25,0.725,0.3110049882595897,0.640124759685592,0.32911977142600224,1.7105855284675395,1.45
0.25,0.75,0.348752166469249,0.6738932916773213,0.32514112520807226,1.6629411264753358,1.5
0.25,0.775,0.3835285502025221,0.7058813228498954,0.3223527726473733,1.6158279509481706,1.55
0.25,0.8,0.4139281496394875,0.7345142664406001,0.32058611680111265,1.592296471473214,1.6
0.25,0.825,0.44456790262656104,0.7632860480686119,0.3187181454420508,1.574872555596312,1.65
0.25,0.85,0.47232979620962184,0.7900921769108614,0.31776238070123963,1.5530734100702994,1.7
0.25,0.875,0.5005497007534508,0.8174203487438231,0.3168706479903722,1.527237658985738,1.75
0.25,0.9,0.5291572590491439,0.8449957248352844,0.3158384657861405,1.5017333209214956,1.8
0.25,0.925,0.55550161959038,0.8709638346395522,0.31546221504917227,1.4839637445354072,1.85
0.25,0.95,0.5820671892143204,0.8968976812828121,0.31483049206849156,1.47414508362194,1.9
0.25,0.975,0.6123418191680428,0.925816514140165,0.31347469497212205,1.4552057910123748,1.95
0.25,1.0,0.6411557388440456,0.9535302962717342,0.3123745574276886,1.4413278392014615,2.0
0.30000000000000004,0.5,-0.2000261226940247,0.22626785460502158,0.4262939772990463,2.620173387552877,1.0
0.30000000000000004,0.5249999999999999,-0.14880693278685078,0.26337071798921535,0.41217765077606605,2.4159136959646488,1.0499999999999998
0.30000000000000004,0.55,-0.09421509968457131,0.30292826877067797,0.3971433684552493,2.2579919930443544,1.1
0.30000000000000004,0.575,-0.021763862059292118,0.3558728226779621,0.3776366847372542,2.020700345657086,1.15
0.30000000000000004,0.6,0.050133680661088996,0.40891131010493487,0.35877762944384595,1.8446756864523455,1.2
0.30000000000000004,0.625,0.1160242010093222,0.45953507520509895,0.34351087419577675,1.6760045322540826,1.25
0.30000000000000004,0.6499999999999999,0.18834004705167323,0.5163549055691896,0.32801485851751633,1.5211317327260785,1.2999999999999998
0.30000000000000004,0.675,0.25167196082701343,0.566681608701143,0.31500964787412966,1.404449105228758,1.35
0.30000000000000004,0.7,0.31723747931477975,0.619083586034252,0.3018461067194722,1.2838334081004814,1.4
0.30000000000000004,0.725,0.3561205425649584,0.6529606097756211,0.29684006721066264,1.2291139247604153,1.45
0.30000000000000004,0.75,0.39287933782675144,0.6858667764328988,0.2929874386061474,1.190843030963186,1.5
