theta,gamma,delta_v
0.0,0.0,-0.49899999999999994
0.0,0.1111111111111111,-0.49899999999999994
0.0,0.2222222222222222,-0.49899999999999994
0.0,0.3333333333333333,-0.49899999999999994
0.0,0.4444444444444444,-0.49899999999999994
0.0,0.5555555555555556,-0.49899999999999994
0.0,0.6666666666666666,-0.49899999999999994
0.0,0.7777777777777777,-0.49899999999999994
0.0,0.8888888888888888,-0.49899999999999994
0.0,1.0,-0.49899999999999994
0.10256410256410256,0.0,-0.21180214444600848
0.10256410256410256,0.1111111111111111,-0.2215799121938255
0.10256410256410256,0.2222222222222222,-0.2944254169858417
0.10256410256410256,0.3333333333333333,-0.2843980408494543
0.10256410256410256,0.4444444444444444,-0.275622882968054
0.10256410256410256,0.5555555555555556,-0.38963843905384477
0.10256410256410256,0.6666666666666666,-0.39698641524477657
0.10256410256410256,0.7777777777777777,-0.37538588571629117
0.10256410256410256,0.8888888888888888,-0.3361167008824275
0.10256410256410256,1.0,-0.32727601180308763
0.20512820512820512,0.0,0.3708379854132733
0.20512820512820512,0.1111111111111111,0.21379346819704892
0.20512820512820512,0.2222222222222222,0.18601818173196488
0.20512820512820512,0.3333333333333333,0.06250621391688355
0.20512820512820512,0.4444444444444444,0.016831447478069972
0.20512820512820512,0.5555555555555556,0.05796477473274825
0.20512820512820512,0.6666666666666666,0.0652026448838175
0.20512820512820512,0.7777777777777777,-0.08861539455877271
0.20512820512820512,0.8888888888888888,-0.06017068476766546
0.20512820512820512,1.0,-0.047168451254049115
0.3076923076923077,0.0,0.47699874030978107
0.3076923076923077,0.1111111111111111,0.46730248048002554
0.3076923076923077,0.2222222222222222,0.48084351012197374
0.3076923076923077,0.3333333333333333,0.42358801881502456
0.3076923076923077,0.4444444444444444,0.36499039218502494
0.3076923076923077,0.5555555555555556,0.30253693240238155
0.3076923076923077,0.6666666666666666,0.3462747242326326
0.3076923076923077,0.7777777777777777,0.3033093402392137
0.3076923076923077,0.8888888888888888,0.24378560045167197
0.3076923076923077,1.0,0.29696894391288275
0.41025641025641024,0.0,0.49992472735976956
0.41025641025641024,0.1111111111111111,0.535581721152783
0.41025641025641024,0.2222222222222222,0.5597707539253505
0.41025641025641024,0.3333333333333333,0.5685384619341574
0.41025641025641024,0.4444444444444444,0.5656218273111604
0.41025641025641024,0.5555555555555556,0.5275532301337732
0.41025641025641024,0.6666666666666666,0.5274941272443834
0.41025641025641024,0.7777777777777777,0.5702634599670562
0.41025641025641024,0.8888888888888888,0.5384445384248426
0.41025641025641024,1.0,0.4751560998979044
0.5128205128205128,0.0,0.49999954221436904
0.5128205128205128,0.1111111111111111,0.5468477828507585
0.5128205128205128,0.2222222222222222,0.5905616193275389
0.5128205128205128,0.3333333333333333,0.6173852127752637
0.5128205128205128,0.4444444444444444,0.6413672756410362
0.5128205128205128,0.5555555555555556,0.6784925736830865
0.5128205128205128,0.6666666666666666,0.6851459027507603
0.5128205128205128,0.7777777777777777,0.6806654104548286
0.5128205128205128,0.8888888888888888,0.6524883595937789
0.5128205128205128,1.0,0.6935238164588101
0.6153846153846154,0.0,0.5000007809712612
0.6153846153846154,0.1111111111111111,0.5572664162746302
0.6153846153846154,0.2222222222222222,0.6022252286938454
0.6153846153846154,0.3333333333333333,0.642210659973786
0.6153846153846154,0.4444444444444444,0.6781013832860405
0.6153846153846154,0.5555555555555556,0.6945010519970998
0.6153846153846154,0.6666666666666666,0.7385229690847133
0.6153846153846154,0.7777777777777777,0.7299292086415541
0.6153846153846154,0.8888888888888888,0.7149042038357609
0.6153846153846154,1.0,0.7542685396817443
0.717948717948718,0.0,0.500008451091267
0.717948717948718,0.1111111111111111,0.567912615503676
0.717948717948718,0.2222222222222222,0.618493760454967
0.717948717948718,0.3333333333333333,0.6679319906152368
0.717948717948718,0.4444444444444444,0.6944493616535528
0.717948717948718,0.5555555555555556,0.7252135374283531
0.717948717948718,0.6666666666666666,0.7300350313419486
0.717948717948718,0.7777777777777777,0.7542725869658183
0.717948717948718,0.8888888888888888,0.7771060630802381
0.717948717948718,1.0,0.7928797480223704
0.8205128205128205,0.0,0.5000419332013794
0.8205128205128205,0.1111111111111111,0.5732653014040828
0.8205128205128205,0.2222222222222222,0.6363910055158765
0.8205128205128205,0.3333333333333333,0.6771445226697022
0.8205128205128205,0.4444444444444444,0.7003203584694533
0.8205128205128205,0.5555555555555556,0.7420367039891261
0.8205128205128205,0.6666666666666666,0.7636052139724572
0.8205128205128205,0.7777777777777777,0.786037631703508
0.8205128205128205,0.8888888888888888,0.7996373875328925
0.8205128205128205,1.0,0.8121504558010553
0.923076923076923,0.0,0.500096526799345
0.923076923076923,0.1111111111111111,0.5928626865352982
0.923076923076923,0.2222222222222222,0.6460264352356038
0.923076923076923,0.3333333333333333,0.7014516926148487
0.923076923076923,0.4444444444444444,0.7222808000148471
0.923076923076923,0.5555555555555556,0.7530150483877216
0.923076923076923,0.6666666666666666,0.7841827507757158
0.923076923076923,0.7777777777777777,0.8033948255566095
0.923076923076923,0.8888888888888888,0.8141277355829433
0.923076923076923,1.0,0.8264679707524496
1.0256410256410255,0.0,0.5001779883927157
1.0256410256410255,0.1111111111111111,0.5917737082353411
1.0256410256410255,0.2222222222222222,0.6609076501835387
1.0256410256410255,0.3333333333333333,0.7172744100150812
1.0256410256410255,0.4444444444444444,0.7378745918332336
1.0256410256410255,0.5555555555555556,0.7632473096195542
1.0256410256410255,0.6666666666666666,0.800175089361799
1.0256410256410255,0.7777777777777777,0.7913677478440432
1.0256410256410255,0.8888888888888888,0.8420373216676853
1.0256410256410255,1.0,0.8370497818192854
1.1282051282051282,0.0,0.5003918648485572
1.1282051282051282,0.1111111111111111,0.5978213597510966
1.1282051282051282,0.2222222222222222,0.6627660117689552
1.1282051282051282,0.3333333333333333,0.6998498340663882
1.1282051282051282,0.4444444444444444,0.7504894448805807
1.1282051282051282,0.5555555555555556,0.794077393251601
1.1282051282051282,0.6666666666666666,0.8023027812780036
1.1282051282051282,0.7777777777777777,0.8363369880766043
1.1282051282051282,0.8888888888888888,0.8357071397171258
1.1282051282051282,1.0,0.8272003181335319
1.2307692307692308,0.0,0.5005741489946114
1.2307692307692308,0.1111111111111111,0.6103415639867006
1.2307692307692308,0.2222222222222222,0.6691477846991465
1.2307692307692308,0.3333333333333333,0.7230636178075638
