theta,epsilon,delta_v,Value_High,Value_Low
2.0,0.2,0.47132935858249575,0.7254934841956152,0.25416412561311935
2.0,0.2,0.508021371208522,0.7629416437786831,0.25492027257016087
2.0,0.2,0.5492962339557628,0.7936308070432925,0.24433457308752957
2.0,0.2,0.49692417982633935,0.7556735604683734,0.2587493806420341
2.0,0.3,0.49900580240723535,0.7834847304682672,0.28447892806103176
2.0,0.3,0.4762970984731161,0.7408126129245197,0.2645155144514032
2.0,0.3,0.4224463848879101,0.7245158547760598,0.30206946988814976
2.0,0.3,0.40767220739736393,0.7042694381022233,0.2965972307048592
2.0,0.3,0.4243649349731943,0.7252791187919128,0.30091418381871843
2.0,0.3,0.3667724704342871,0.6818127346725101,0.3150402642382231
2.0,0.3,0.47688500996345423,0.7686846227320393,0.291799612768585
2.0,0.3,0.43471608912483406,0.7585015257357837,0.3237854366109496
2.0,0.3,0.4201906871274136,0.7188279890396373,0.2986373019122237
2.0,0.3,0.3675914585229585,0.6775933982993694,0.31000193977641094
2.0,0.4,0.37509959189787884,0.696699665785471,0.3216000738875922
2.0,0.4,0.4357426705368788,0.7529727680431367,0.3172300975062578
2.0,0.4,0.3962808711040848,0.6926607367184187,0.2963798656143338
2.0,0.4,0.30306683409351093,0.6799618634632298,0.3768950293697189
2.0,0.4,0.3514250588027981,0.6768495889603314,0.32542453015753325
2.0,0.4,0.38366093707104143,0.6897337670596113,0.3060728299885699
2.0,0.4,0.3402713254628565,0.6900150720573285,0.349743746594472
2.0,0.4,0.289768616572595,0.6673012068136168,0.37753259024102176
2.0,0.4,0.3801682869440734,0.7046052385473172,0.32443695160324365
2.0,0.4,0.3527617599455672,0.701934275995447,0.3491725160498798
2.0,0.5,0.3147433583690264,0.6541288074424881,0.3393854490734617
2.0,0.5,0.32993094095590747,0.657375914908348,0.32744497395244054
2.0,0.5,0.3021882544445795,0.6377129549001304,0.3355247004555509
2.0,0.5,0.28740855606256793,0.6545450329897178,0.3671364769271498
2.0,0.5,0.3707806536148512,0.710638046296789,0.3398573926819376
2.0,0.5,0.3571590175281145,0.7208807352172386,0.36372171768912404
2.0,0.5,0.28073678967242627,0.6607103304039231,0.37997354073149664
2.0,0.5,0.3130505828573638,0.6692295791009006,0.3561789962435368
2.0,0.5,0.21585121121932502,0.637662180057332,0.421810968838007
2.0,0.5,0.3636289621216085,0.7099772393152872,0.3463482771936786
2.0,0.6,0.24608775050816445,0.6379389238930924,0.3918511733849278
2.0,0.6,0.2823064302092538,0.6515066293432628,0.36920019913400914
