sample_id,delta_v,Value_High,Value_Low,LH_Ratio,theta_post,epsilon,p_high,p_low,learning_rate,extinction_rate,delta
95,0.48313810813321656,0.8619258208557264,0.37878771272250994,0.14585118658906895,0.8929512919152063,0.5939010067545889,0.908309460597626,0.5,0.27206798390312015,0.4488620255849005,0.6445340194063457
96,0.16038036377265788,0.618838472801261,0.4584581090286032,1.426444386944093,0.46227029000654263,0.5900513332818648,0.7512023726766918,0.5,0.22822262813552294,0.3703266965938561,0.7884065270541968
97,0.06272714255092582,0.4967968181914285,0.4340696756405027,2.619485049720136,0.3281075188351529,0.8673530242762298,0.920089720682317,0.5,0.408516949203826,0.9753007681696778,0.9099850259309554
98,0.302876327533202,0.6701933022559542,0.3673169747227522,0.18798815632405502,0.8898186475326504,0.7592351094213869,0.7607736779070681,0.5,0.5041315607766614,0.9783974538943209,0.6589066706050198
99,0.17499869065345885,0.6411968898704801,0.46619819921702127,2.116019676097791,0.38881579414314604,0.6372264871334441,0.7975372952957245,0.5,0.285607403583488,0.28532833614694675,0.16579016237734812
100,0.33547794435475675,0.8253630096259176,0.4898850652711609,0.13359777145306356,0.9380837674902583,0.991714291930053,0.8902307529123608,0.5,0.5811833412699462,0.6798298588822705,0.04917930032422091
101,0.17666587296854994,0.6132699696153063,0.4366040966467565,2.221699949515894,0.28759564196358833,0.4033298670774149,0.8481674907488091,0.5,0.2963860122441945,0.7121528016666714,0.7923873890072658
102,0.45223270980306596,0.8554628520356268,0.4032301422325609,0.06314076858308679,0.8700923247585794,0.18312302066286246,0.8575623798709573,0.5,0.237805866115517,0.059720426974334107,0.6328894007851799
103,0.09697836961125708,0.590998549808938,0.49402018019768085,6.066561526206179,0.29307696789005355,0.9007230684545735,0.8223998732366558,0.5,0.32462924786810565,0.21022236377779824,0.6194502081707578
104,0.2772831766993918,0.7759893636407762,0.49870618694138447,2.135720660650463,0.5372695191789771,0.9257013782533897,0.8308448577100661,0.5,0.4987991375229278,0.05088225022782589,0.25991591997241503
