theta,epsilon,delta_v,Value_High,Value_Low,LH_Ratio
0.1,0.0,0.587536785384231,0.9999999999999999,0.4124632146157689,5.072634169983839
0.1,0.0,0.5614049697063246,0.9999999999999999,0.43859503029367525,5.087633360604487
0.1,0.0,0.5744689542481115,0.9999999999999999,0.4255310457518884,5.118245130666384
0.1,0.0,0.5693005323433689,0.9999999999999999,0.430699467656631,5.121297201176484
0.1,0.0,0.5732671212976079,0.9999999999999999,0.4267328787023919,5.108684838428747
0.1,0.0,0.5789358770271106,0.9999999999999999,0.4210641229728893,5.158787524326629
0.1,0.0,0.5736001143350673,0.9999999999999999,0.42639988566493253,5.0687754853069835
0.1,0.0,0.5842536318341118,0.9999999999999999,0.415746368165888,5.021913349397196
0.1,0.0,0.5874635098890864,0.9999999999999999,0.4125364901109135,5.090221258826723
0.1,0.0,0.5826181771968755,0.9999999999999999,0.4173818228031244,5.041221764580226
0.1,0.0,0.587023653348741,0.9999999999999999,0.412976346651259,5.226067446971001
0.1,0.0,0.5794922455959124,0.9999999999999999,0.4205077544040875,5.173340666141514
0.1,0.0,0.590262002820389,0.9999999999999999,0.4097379971796109,5.115114059985603
0.1,0.0,0.5915949123222586,0.9999999999999999,0.4084050876777413,5.018763110403304
0.1,0.0,0.5855662429293298,0.9999999999999999,0.41443375707067004,5.046255355449056
0.1,0.0,0.5917376598407167,0.9999999999999999,0.4082623401592832,5.1341500702774105
0.1,0.0,0.5853775827112423,0.9999999999999999,0.4146224172887576,5.03486069890734
0.1,0.0,0.5916023464929905,0.9999999999999999,0.40839765350700946,5.00341149054502
0.1,0.0,0.5826604385774041,0.9999999999999999,0.4173395614225957,5.067901651600669
0.1,0.0,0.5925705767657404,0.9999999999999999,0.40742942323425946,5.04978726083148
0.1,0.0,0.5739988011968289,0.9999999999999999,0.426001198803171,5.186427788159851
0.1,0.0,0.5867806084676586,0.9999999999999999,0.4132193915323414,5.027797391047156
0.1,0.0,0.5844174881507651,0.9999999999999999,0.4155825118492348,5.173669074167216
0.1,0.0,0.5874745544073385,0.9999999999999999,0.4125254455926614,5.072680170519718
0.1,0.0,0.5800193374506488,0.9999999999999999,0.419980662549351,5.138778357566646
0.1,0.0,0.5914712279722633,0.9999999999999999,0.40852877202773663,5.017142073874138
0.1,0.0,0.5867012093440989,0.9999999999999999,0.41329879065590097,5.161349907439893
0.1,0.0,0.5710665919146494,0.9999999999999999,0.4289334080853505,5.070469075228128
0.1,0.0,0.5850343102166506,0.9999999999999999,0.4149656897833492,5.088195914964753
0.1,0.0,0.5780568221147491,0.9999999999999999,0.4219431778852508,5.134698967669085
0.1,0.0,0.5670411231377149,0.9999999999999999,0.43295887686228496,5.045111574921871
0.1,0.0,0.5950149591257314,0.9999999999999999,0.4049850408742684,5.110196123243304
0.1,0.0,0.595970484779064,0.9999999999999999,0.4040295152209359,5.001355732797886
0.1,0.0,0.5853408046575828,0.9999999999999999,0.4146591953424172,5.1151124946306
0.1,0.0,0.5774762345047854,0.9999999999999999,0.42252376549521453,5.114496779425437
0.1,0.0,0.5947559259441266,0.9999999999999999,0.4052440740558733,5.003574780314584
0.1,0.0,0.5717303046125692,0.9999999999999999,0.4282696953874306,5.108786578109258
0.1,0.0,0.5842873761215486,0.9999999999999999,0.4157126238784513,5.052668091382252
0.1,0.0,0.5834219835574843,0.9999999999999999,0.4165780164425156,5.154483475287419
0.1,0.0,0.6000389901659211,0.9999999999999999,0.39996100983407884,5.009536626769861
0.1,0.0,0.5955744319172852,0.9999999999999999,0.4044255680827147,5.0915391783799375
0.1,0.0,0.589806665579357,0.9999999999999999,0.4101933344206428,5.137108583113092
0.1,0.0,0.5701472801421403,0.9999999999999999,0.4298527198578595,5.086170481553198
0.1,0.0,0.578127578858691,0.9999999999999999,0.4218724211413089,5.158817247461412
0.1,0.0,0.592520557264681,0.9999999999999999,0.40747944273531883,5.025713088342985
0.1,0.0,0.5834424855796001,0.9999999999999999,0.41655751442039984,4.967625580287109
0.1,0.0,0.5686728665070049,0.9999999999999999,0.43132713349299495,5.091822108857377
0.1,0.0,0.5814856689943465,0.9999999999999999,0.4185143310056534,5.017883541504487
0.1,0.0,0.5791366660348422,0.9999999999999999,0.42086333396515774,5.081372659449882
0.1,0.0,0.5810467337232146,0.9999999999999999,0.41895326627678536,4.990700096705616
0.1,0.0,0.5701172818483414,0.9999999999999999,0.42988271815165846,4.9648630425834845
0.1,0.0,0.5837687049926913,0.9999999999999999,0.4162312950073086,5.090260417257321
0.1,0.0,0.5919222884278023,0.9999999999999999,0.40807771157219763,5.186860111441483
0.1,0.0,0.5948868474056187,0.9999999999999999,0.4051131525943812,5.063302548470808
0.1,0.0,0.5814622032444883,0.9999999999999999,0.4185377967555116,5.086083665951414
0.1,0.0,0.5806991399549439,0.9999999999999999,0.41930086004505596,5.057200259993368
0.1,0.0,0.5800988233872881,0.9999999999999999,0.41990117661271176,5.107454428537483
0.1,0.0,0.5748165232612991,0.9999999999999999,0.4251834767387008,5.1424840198094595
0.1,0.0,0.6217254461481914,0.9999999999999999,0.37827455385180847,5.012981047671114
0.1,0.0,0.5872471071376474,0.9999999999999999,0.4127528928623525,5.026424611779639
0.1,0.0,0.5812576875651769,0.9999999999999999,0.418742312434823,5.006917506460177
0.1,0.0,0.5781147031619207,0.9999999999999999,0.42188529683807924,5.039140884566245
0.1,0.0,0.584009670300417,0.9999999999999999,0.41599032969958294,5.047250619401987
0.1,0.0,0.5730112646283098,0.9999999999999999,0.42698873537169013,5.061708023982219
0.1,0.0,0.5892596628182818,0.9999999999999999,0.4107403371817181,5.060533165540233
0.1,0.0,0.5779075752577517,0.9999999999999999,0.4220924247422482,5.033285419879174
0.1,0.0,0.6022547398160171,0.9999999999999999,0.3977452601839828,5.0406790365300935
0.1,0.0,0.5669627900845496,0.9999999999999999,0.43303720991545025,5.004022728541507
0.1,0.0,0.5756406406937944,0.9999999999999999,0.4243593593062055,5.064519116074845
0.1,0.0,0.578398331431095,0.9999999999999999,0.42160166856890496,5.05612303376168
0.1,0.0,0.5894131531211058,0.9999999999999999,0.41058684687889413,5.08739864239797
0.1,0.0,0.5870428359473061,0.9999999999999999,0.41295716405269384,5.039980259902523
0.1,0.0,0.5748627820643186,0.9999999999999999,0.4251372179356812,5.163018299658494
0.1,0.0,0.5950238666564971,0.9999999999999999,0.40497613334350285,5.056540537493408
0.1,0.0,0.5856225176414227,0.9999999999999999,0.4143774823585772,5.091923078043687
0.1,0.0,0.593257010852619,0.9999999999999999,0.4067429891473809,5.101987862635663
0.1,0.0,0.5869394338457945,0.9999999999999999,0.4130605661542054,4.979111432992936
0.1,0.0,0.5876696399411881,0.9999999999999999,0.41233036005881174,5.169729614802471
0.1,0.0,0.5779547469481553,0.9999999999999999,0.4220452530518446,5.062800326197486
0.1,0.0,0.5919547602455514,0.9999999999999999,0.4080452397544485,5.024625866436002
0.1,0.0,0.5814367378099756,0.9999999999999999,0.4185632621900242,5.139872631705652
0.1,0.0,0.5829534914074825,0.9999999999999999,0.4170465085925173,5.057008447162236
0.1,0.0,0.5805624060673589,0.9999999999999999,0.41943759393264096,5.038401436984019
0.1,0.0,0.5793881569631746,0.9999999999999999,0.4206118430368253,5.048671558607957
0.1,0.0,0.5752658596346071,0.9999999999999999,0.4247341403653928,5.122928771883209
0.1,0.0,0.5829613321659799,0.9999999999999999,0.41703866783401994,5.041273889384671
0.1,0.0,0.5759879632186977,0.9999999999999999,0.4240120367813022,4.975333778969867
0.1,0.0,0.5944176836046354,0.9999999999999999,0.40558231639536446,5.055583926899044
0.1,0.0,0.5639890386103794,0.9999999999999999,0.4360109613896205,5.123436664092203
0.1,0.0,0.5932833086380481,0.9999999999999999,0.40671669136195177,5.019559522677707
0.1,0.0,0.5903622924232494,0.9999999999999999,0.40963770757675044,4.993228603854529
0.1,0.0,0.576888767217304,0.9999999999999999,0.42311123278269586,5.070870471803396
