sample_id,delta_v,Value_High,Value_Low,LH_Ratio,theta_post,epsilon,p_high,p_low,learning_rate,extinction_rate
42,0.1287755553234526,0.5656218330847459,0.43684627776129326,1.2879920667892872,0.5284797390305905,0.8646314617295584,0.7804244984166624,0.5,0.49996188893873217,0.5297378685908173
43,0.1685730303855084,0.16899184004851595,0.00041880966300757735,0.0021710052343336585,0.9856219600534821,0.06128137476085671,0.5224234476907791,0.5,0.003908803571132213,0.10581117524912098
44,0.2031934386896265,0.5511669702514118,0.3479735315617853,1.2901399399854594,0.39443773431221696,0.20483087058181149,0.7409826844744191,0.5,0.6384682176882427,0.7674322004927275
45,0.377482429957762,0.4980283629110126,0.12054593295325058,0.08211125126297744,0.8305478565079546,0.12693949286635864,0.5221335908173173,0.5,0.46655555555589956,0.9602674866562589
46,0.06977988705533589,0.4707481592944358,0.4009682722390999,3.03894119172537,0.2578057775431516,0.44411075269662514,0.7795041896450553,0.5,0.1253289326120659,0.9285013782441608
47,0.2210042678996858,0.5804427410993859,0.3594384731997001,0.6949983439160909,0.5797090367101411,0.46253341076194,0.7216968680311291,0.5,0.2750260949420541,0.6199291860598937
48,0.11647351886757056,0.5944890615469074,0.4780155426793368,0.16617813226550923,0.9190121773612433,0.9206824672995794,0.628031781634254,0.5,0.30592414838381254,0.3678516973255723
49,-0.040921056443631344,0.41991066489384943,0.46083172133748074,2.0191055244198415,0.3510971544340512,0.4328077318550706,0.5016310449279295,0.5,0.3139589934382695,0.2636495988780184
50,0.3092272947209206,0.6477404366226271,0.33851314190170656,0.7582916241049588,0.5724130346219248,0.49101865736349193,0.8598444301481907,0.5,0.8511134618682391,0.7883326713593806
51,0.17012347298858163,0.6666965137580998,0.49657304076951825,2.036813561037315,0.541047256271901,0.9462853065779718,0.8231930025724835,0.5,0.22633227006398804,0.16245723932669276
52,-0.001309665011718364,0.3887348472582444,0.3900445122699628,2.581402469495379,0.35475218903972816,0.24564884197568038,0.7339311490166888,0.5,0.03867473626763773,0.7820402618145678
53,-0.03533176233146224,0.4486362909500506,0.4839680532815128,4.835699426677467,0.16813430171514465,0.5888460335882814,0.5022045874405512,0.5,0.717539473189256,0.17843253251494096
54,0.53796888062897,0.7751305820556805,0.23716170142671053,0.06355946453572121,0.9188934239089979,0.3525373097427149,0.8061902925439357,0.5,0.49856376817696246,0.6833087228064715
55,0.10388090384826772,0.5519356951250141,0.4480547912767463,4.480964229235932,0.19772449239997125,0.326029415258865,0.7168002795440782,0.5,0.2912231278736208,0.47287356212130993
56,-0.0677425810807851,0.42246747021514963,0.49021005129593476,10.037578802561388,0.10414793256147525,0.43790767209667414,0.5105898428847669,0.5,0.9130701967113313,0.20684557846225482
57,0.23662823030288851,0.5982076237193354,0.3615793934164469,1.41774500262769,0.36411991248750064,0.1811150107805911,0.79256785089147,0.5,0.8929909611083425,0.7328981015133247
58,0.29935228673543113,0.6187219853874555,0.31936969865202436,0.02488244046578684,0.9436318202446927,0.19478391643174175,0.6205397708401251,0.5,0.8700922896581261,0.13381813183509295
